ROW_NAMES,Halo_ARID4A_REPLICATE_dS_AVG,Halo_ARID4B_REPLICATE_dS_AVG,Halo_BRMS1_REPLICATE_dS_AVG,Halo_BRMS1L_REPLICATE_dS_AVG,Halo_GATAD1_REPLICATE_dS_AVG,HDAC1.Halo_REPLICATE_dS_AVG,HDAC2_Halo_REPLICATE_dS_AVG,Halo_ING1_REPLICATE_dS_AVG,Halo_ING2_REPLICATE_dS_AVG,MORF4L1_Halo_REPLICATE_dS_AVG,Halo_PHF12_REPLICATE_dS_AVG,Halo_RBBP4_REPLICATE_dS_AVG,Halo_SAP30_REPLICATE_dS_AVG,Halo_SAP30L_REPLICATE_dS_AVG,Halo_SAP130_REPLICATE_dS_AVG,SIN3A_Halo_REPLICATE_dS_AVG,SIN3B_2_Halo_REPLICATE_dS_AVG,Halo_SUDS3_REPLICATE_dS_AVG,complex
XRCC5,0,-0.1302009,-0.2444655,-0.5657216,11.39274,-2.360419,-1.165925,4.317664,-0.1097234,-0.717887,5.019771,5.811617,-0.4378714,-1.375838,-1.378489,2.018828,-1.429465,7.90772,0
AP3D1,-0.9052341,1.410445,-0.5671493,2.043118,17.8101,-3.755405,-2.913626,-0.7589717,6.862852,2.295767,5.496367,5.631438,0.2967555,0.4773112,-1.470608,-0.4897498,-1.624746,1.441514,0
CPSF1,0.822659,-0.7007595,1.393587,8.930748,-0.3686575,-2.226197,-1.912438,-0.8602957,3.428231,0,0.3240493,7.857487,-0.3205475,3.553938,0.8674921,-1.006698,-1.386241,0.9188348,0
MAP1B,3.383131,-0.6771701,14.89863,5.703602,5.142378,-4.965894,-3.616512,-0.1904134,3.151226,-1.40588,0,5.45942,-1.03755,-1.320284,15.23111,-1.614911,-1.816442,0.2144962,0
H2AFZ,-3.635493,-2.782598,-3.314537,-3.871174,-2.332261,103.3176,149.8359,-1.973143,-3.317031,-5.320569,-1.931726,-5.237128,-3.698831,-9.741754,-9.194364,-5.749253,-9.536749,-1.456591,0
PDCD6,12.16515,4.307568,8.700014,5.312752,-0.1990053,-5.895114,-3.970345,3.705331,28.80861,-1.976672,8.876568,15.048,0.4467166,2.922518,-3.336036,-2.153159,0,-1.37118,0
PFN1,1.447538,2.294625,9.806463,1.441941,7.812758,-0.7980727,0,-0.3306061,6.262674,0,6.831001,18.10924,-0.6339526,-1.976222,-2.057537,2.422272,-0.8238629,2.337057,0
FBL,-1.432387,-2.105543,6.783508,-1.739687,0.5389096,7.669709,10.77105,-1.655688,-1.658226,-1.288896,0.4146271,-2.34006,9.717115,3.834387,-4.074718,-1.684425,4.665896,-1.601025,0
RPLP0,-1.108749,-1.476061,-0.7046597,1.771069,17.82079,-5.126924,-3.144577,-1.463718,9.170416,4.609062,27.87386,27.16792,-0.612166,-2.813341,-2.822249,2.8894,-2.637894,-0.7185154,0
YWHAB,4.050609,0.5351744,3.819547,-0.267311,5.098192,-2.361866,-1.697448,0.4698124,5.803616,-0.7880644,2.002697,-0.6401118,2.452838,-0.4542847,-1.243656,-0.986897,-1.56164,1.048676,0
NOP56,-0.5704875,-0.007837294,12.51865,1.126789,2.348471,-0.7590928,-2.612066,-0.7557788,-0.837665,-1.140706,0.6801474,0.2404414,7.570345,5.55952,-2.093163,-0.9739806,0.5379018,-0.6201841,0
SSRP1,-0.6379777,-1.208423,-0.8151963,-1.041786,2.616289,-4.303741,-3.537982,-1.379903,0.8640253,10.85951,3.654311,61.98883,0.1219241,-2.753945,-2.621835,-1.783864,4.150543,0,0
SKIV2L2,17.76236,0.8555928,8.637555,30.57131,-0.7236357,-6.312905,-4.759394,0.2904555,10.29102,-1.655326,-0.6554353,6.014823,-0.1745349,-2.374047,-3.293944,-1.562239,-0.9424954,23.93646,0
EIF5,1.044808,0.1223301,3.446479,4.27777,2.521385,-2.207246,-1.611618,-0.6834032,0.5385708,-0.5634113,9.973266,2.070723,0.2498093,-1.218006,0,-0.06274405,-1.00923,3.983567,0
QARS,9.111946,3.399117,4.897102,3.691362,-0.3132013,-2.913395,-2.188296,0.1694857,2.845394,-0.3922135,0,-0.615938,0.6173375,-1.590047,-0.7099874,0.4673622,-0.7509774,10.04796,0
MSH6,0,-1.876138,0.1974135,-0.8050588,3.612132,-0.8792748,-4.247308,0.29133,-1.260911,-1.800847,-0.6880259,-1.778642,6.270176,48.71564,7.195195,-2.381523,-3.733603,-0.7703934,0
LENG8,-0.5032187,0.6131708,-0.4839974,-0.5240372,10.26374,-1.948398,0,-0.7878349,0.7551042,6.260942,2.068876,22.79456,0.2870746,-1.322098,-0.193043,-0.8666835,-1.497825,-0.4893718,0
ATPIF1,0,1.251413,4.960159,-0.5892931,-0.3423131,-2.263662,-0.9653537,2.420128,2.281432,-0.7532442,9.111278,2.567663,-0.5468477,-1.026159,-1.410134,1.865614,0.6391626,2.764982,0
SF3B4,8.863026,10.22261,28.74856,34.47449,-0.8357887,-7.361641,-5.132978,15.15691,10.2536,-1.495121,0,-1.568725,1.211254,-3.350528,-3.718354,-2.831598,-2.139944,8.441351,0
PSMC4,-1.195874,-1.589683,4.586938,-0.1545327,-0.6702939,1.245418,-3.787345,-1.258885,0.1321561,-1.424893,-0.4661046,-1.50867,6.588833,20.78582,5.476221,-0.9353573,-0.1120973,-0.8921688,0
DDX46,-0.5054774,8.96281,1.469327,18.99467,0,-6.663826,-1.129135,-2.237446,16.92261,-3.346369,-1.218174,27.2219,-2.223265,132.6339,-5.712882,-2.939083,-5.409992,3.52836,0
LUC7L,1.641929,5.80291,3.795953,5.635331,-0.2099415,-2.542206,-1.274013,-0.7416014,6.673848,-0.6459868,0.3146217,3.000222,2.162646,-1.460797,4.723348,-1.081365,0,0.7255987,0
DNAJA1,-0.7741457,-1.016644,-0.504537,0,1.881471,14.24824,-0.2900722,-1.128213,-0.6449541,-0.9822817,-0.4703915,-0.9978628,1.768425,4.050654,2.116206,-1.379228,-0.8942205,-0.7214286,0
POLDIP2,6.836126,0.3811733,3.937588,7.979865,1.224306,-1.087032,-1.623541,0.1279395,3.147234,-0.4179696,0,1.036095,3.023123,-1.202432,-1.222852,0,-1.166828,2.022496,0
EIF3I,-0.09885224,0.7007642,2.56685,1.970895,1.603295,-2.498691,-0.755882,1.531792,3.502175,-0.5716465,-0.2228331,9.422444,1.78167,-1.20752,-1.348756,-0.8135966,-0.8649002,3.525984,0
OAT,-0.5367951,0.1569463,0.9594399,-0.7311665,2.75278,2.110126,-0.8099615,-0.1416672,0.1882364,0,-0.4389721,-0.9458516,5.783293,6.074569,-1.676717,-1.129312,-1.221358,4.261949,0
GALK1,-0.4858404,-0.5708803,2.145503,8.766823,-0.03194911,-1.284465,-1.943174,-0.08770203,0.2786436,0.7252381,0,1.654701,5.006378,3.015556,2.440223,-1.029932,-1.769643,-0.2538909,0
CALR,1.339302,-0.186139,0.7129797,1.679943,10.95875,0,-1.119792,1.334921,3.847202,-0.5747442,0.5995922,6.334462,0.1988111,-1.076801,0.2566692,0.5712761,-0.685069,0.8925857,0
NOL10,-0.1131276,2.08298,9.875432,5.083311,3.592787,-1.462133,0,1.999547,1.086182,-0.0655734,-0.2291777,2.134787,0.6398185,-1.351429,-1.272897,-0.07379,-1.073721,5.568627,0
HIST2H3D,-2.705381,-0.9484336,-0.3029302,0,-1.542162,41.5761,26.25095,4.622308,-2.550456,-3.857626,0,-1.662653,-1.726549,-7.182718,66.38577,-3.296108,-6.821296,-2.590332,0
CBX1,0.3934225,3.074023,-0.5352483,-0.5582531,0,21.44897,2.247987,0,-0.04025807,0,0,-0.7828496,-0.7245073,-1.793984,-1.824511,-0.9796741,0,17.28812,0
SERPINH1,-0.8691675,0,1.371877,-0.5240872,-0.5012185,-1.940155,-0.5706859,-0.7390651,-0.8935176,-0.3940446,-0.4423281,-0.3674481,10.17183,3.252032,-1.59157,-1.633127,4.83531,6.972837,0
TMA16,1.043844,2.346561,1.079333,8.173176,-0.2299902,-1.276338,-1.337092,-0.4442938,0.8541935,0,0,3.270201,1.259135,-0.2647801,1.465427,-0.6988422,0,3.888211,0
TUBB4A,0,-0.734321,0.5413552,-0.9926666,0.5943128,-4.541668,1.477791,-0.8165566,-0.8958477,-1.364601,1.185741,10.87216,1.680222,11.57408,-1.969566,3.866558,-1.683391,-0.3123715,0
DLST,0.4463061,0.2262991,3.984468,6.502263,17.34705,-3.13795,-2.458587,-0.833352,13.65702,0,0,6.803699,0.4068169,-1.774921,-1.053058,-1.265385,0,3.128967,0
TIMM50,-0.466922,-0.7876197,3.575422,5.21238,0,0.09564984,-2.115644,-0.6561207,4.148821,-0.8314644,0,-0.2794377,1.068138,4.650264,3.503616,-1.019842,-1.683686,3.693315,0
PFKP,0,-1.646977,1.943318,0,-0.6957581,7.926885,4.862163,-0.7033562,0,-1.587106,0,-1.454224,4.949158,9.585507,-0.2289978,-2.039538,6.888117,-0.9931922,0
TUBB2B,-0.2703721,-0.9468581,8.374286,-0.6193601,-0.2641018,-2.535736,-0.8102074,-1.032627,-0.4622012,-1.004609,-0.3347893,1.42504,7.762164,33.55616,-1.829075,-0.7952626,-2.027126,-0.4059643,0
PSMC3,-0.5261111,-0.6090854,3.84006,8.546421,1.493806,-2.586048,0,-0.7991796,0.4500533,-0.7844177,-0.2593294,10.53716,5.954862,4.783608,-1.439996,-1.021395,-1.549333,0,0
TUBB2A,-0.2626018,-0.8885811,3.352977,-0.500216,-0.2537414,-1.985602,-1.010089,-0.9393838,-0.4435525,4.735041,-0.3192488,-0.6065094,5.150901,13.23777,-1.406483,-0.7641815,4.438536,-0.2755348,0
YBX1,-0.3460401,0.1758751,-0.1747618,0.4633181,8.114163,-1.618885,-1.339572,-0.5429571,-0.3969722,1.498864,8.910171,3.644346,0,-0.4809422,-0.8526525,1.191872,-0.3726673,-0.3795338,0
IRS4,0,-1.882194,1.276869,-1.409932,-0.8002991,14.64403,-3.252059,-0.1924052,-1.059339,-1.848459,0,-1.833683,8.370178,21.88255,7.267312,-1.00036,-3.622678,-0.1238732,0
EIF3L,0.2436065,-0.18451,0.5861631,3.981786,2.059906,-1.768885,-1.051038,0.3540357,1.656956,-0.5957175,0.2995212,9.452496,0.4050748,-1.094038,-0.7972519,-0.1550612,-0.9548098,2.323958,0
NOLC1,2.898403,2.323743,3.267866,-0.6390864,8.449789,-0.7338725,-2.180506,-0.8559401,1.486011,4.042567,14.83862,2.141458,-0.3549449,-1.202095,-0.8540232,-0.2859065,-1.799152,1.191683,0
IPO5,0,-0.539002,1.124218,1.706695,2.254875,-1.45112,-1.199344,-0.4186449,3.033079,0.2003315,-0.2338689,15.40693,0.231516,-0.7646417,-0.8057718,2.295662,-1.118988,-0.3701577,0
DYNLL1,-0.4740616,-1.237272,-0.7932531,-0.9389638,1.105037,16.55042,30.07269,0,0.6651876,-0.504187,0,-1.257809,-0.6201351,-2.169436,-2.349848,-1.715664,-1.995036,-0.8879086,0
DPY30,4.136156,-0.133678,1.399325,1.134978,0,-2.79396,-2.032794,4.351873,1.715013,-0.8299821,0,10.82622,-0.1077315,0.8676434,-1.368141,0,-1.558343,8.04326,0
PSMC1,0,-0.7363922,2.754661,0,0.1711036,0.2186362,-1.762966,-0.7248646,0.4266252,0,1.074407,-0.7002754,8.943851,10.42844,0.153294,0,0.835857,0,0
ECHS1,0.1194404,1.054353,4.339272,0.5824558,0.6993072,-1.101939,-0.869787,1.079038,11.81514,-0.35405,-0.1455299,0.2279169,-0.2330306,-0.489108,-0.7564913,-0.1606593,0,0.7211175,0
PFKL,-0.7855408,-1.13682,-0.3661473,0,-0.2980677,5.304775,2.587835,-1.151003,-0.6944939,-1.113737,-0.3353524,0,6.128824,9.071936,-0.5860444,-1.302592,4.259965,0,0
PRMT5,0.6334732,-0.08005417,1.586944,1.396291,-0.3256665,9.320856,0.5452239,-0.93597,-0.6694419,-0.6688547,0,5.356039,-0.5552559,-0.7250433,-1.55007,0.7831037,-1.636313,5.401261,0
GOT2,0.388207,-0.3642533,2.017881,2.927922,7.210763,0,0,1.543853,1.677119,0,0.1496926,5.709488,0.1950676,-0.7884282,-0.777837,-0.440195,-0.7207866,0.6784263,0
GDI2,1.046825,1.530252,4.589898,1.106264,7.655203,-0.8456661,-0.4268804,-0.5138051,5.791545,0,1.167469,2.963952,-0.3325579,-0.8569296,-0.8460355,0.3498747,-0.6323601,4.631968,0
XRCC6,-0.1044996,-0.5081945,1.196103,-0.07478026,3.086218,-1.731407,-0.981757,1.608696,0.6775913,-0.34955,0.4380824,8.70645,0,-0.5854429,0.436201,-0.2021516,-1.024195,6.48073,0
BOP1,-0.5080542,-0.3043607,5.747397,8.167702,1.900105,-1.073773,0,1.507747,0.8563528,-0.3737728,0,8.148977,1.340133,-0.6441203,-0.9570529,-0.7505283,-1.296373,2.7281,0
NASP,0.7268185,0.7175481,0.5866824,0.3880306,0.355142,-0.5392613,-0.5484626,4.297385,-0.1999956,0,-0.06590633,12.4637,0.1337061,-0.4697402,-0.4904011,-0.3831806,-0.6541237,-0.2021951,0
RP9,0.5996999,-0.5540256,0.4262825,4.123858,0,-2.314346,3.29958,-0.6386926,6.923617,-0.6293532,0,0.5339933,4.293213,12.55463,-0.8834909,0,-1.618331,-0.1639989,0
FBN2,0,-5.541035,0,0,321.8923,-18.41012,-6.043704,0,37.86947,-7.564628,-3.530353,13.90996,-4.75213,-10.75468,97.10047,202.7373,-2.256926,0,0
HNRNPAB,3.953577,1.22388,1.569991,10.21275,-0.2281759,-2.473305,-1.477661,-0.1931737,2.254323,4.86539,0.02591653,-0.1194064,-0.4090199,-1.030395,0.8169802,-0.9664984,-1.091612,9.264887,0
RPL5,0,-0.5135717,-0.3851262,-0.4838248,18.21381,-1.872489,-1.710603,0.447178,-0.3245911,0.1310304,-0.1636431,5.627786,2.025828,2.964934,-0.09107051,0.5652411,0,-0.4362207,0
MCM7,0,-0.6844352,1.815342,-1.036316,-0.2646491,9.394437,-2.775542,-0.450438,0,-1.311086,0,-1.302221,7.413933,19.01589,-2.369251,-1.332745,1.712881,4.546259,0
PSMD2,-0.6297144,-1.518764,0.2953738,-0.9866973,0,4.093081,-3.042926,-1.491344,-1.033341,0,0,-1.429871,16.90749,28.66831,-2.50064,-1.377097,14.56697,0,0
TRIP13,0,-0.6652912,-0.2799546,-0.4598051,0,-1.611734,-1.610373,-0.3991311,0,0,0,-0.5501468,5.272561,11.37646,-0.7358782,-0.7385291,11.69097,0,0
NUP93,0,-0.869722,2.959654,-0.5913126,0.1422173,-2.599605,-2.431319,-0.9950298,-0.6476744,0,0,-0.698561,17.15888,19.6597,2.807434,-0.5696718,-0.8367258,-0.6884236,0
LARS,4.214875,-0.74222,3.484555,6.460958,0.3921627,-1.44768,-2.738473,-1.121042,7.612725,0,0,7.902895,-0.7477492,-1.587633,-1.928741,-1.46044,-2.281289,10.8621,0
P4HA1,-0.2774277,3.80194,1.862998,1.361881,0,-1.045457,-0.7912154,0.8572345,2.904103,0,0,0,8.49738,0.2375065,-0.1021718,0,0,0,0
DYNC1I2,0.6945654,2.911421,-0.06613366,-0.02882467,9.19468,-1.112671,-0.8407804,-0.2306833,-0.2437877,-0.3370513,0,2.201784,1.268429,-0.5184688,-0.3046954,0.1234318,0,0.04050618,0
GPATCH8,-0.4499363,-0.6988617,-0.4391134,0.6188317,20.1578,-1.109968,-1.579318,-0.7279896,-0.2077663,7.519729,25.46656,0.8831832,-0.4230249,-1.288445,-1.111752,2.797094,0,-0.4568001,0
U2AF1,-0.5238142,8.387748,2.198223,2.00732,0,-2.517082,0,0.7398064,6.091006,-0.301672,26.17362,-0.4561511,-0.6324821,0,9.396093,-0.9083234,-1.97581,0.4288769,0
CFAP20,0.1904915,0.2585309,-0.05009964,-0.2487514,0.7854375,-1.723651,-1.425167,0,7.426528,-0.3144521,2.593288,-0.006383331,1.044644,18.05506,-1.021765,-0.6349,0,-0.1447551,0
PGRMC1,-0.3038263,0.3083231,-0.1896407,0.115214,0,-1.359685,-0.6166667,0.1334775,-0.06372672,0,0,-0.4164342,-0.0709064,-0.1446715,-0.7791219,0,27.302,-0.293134,0
DNAJA2,-0.5683125,0,4.754267,0,0,2.781566,2.813163,1.327356,-0.4876806,-1.132006,0,0,4.150639,7.259583,3.673075,0,2.377442,-0.4040239,0
PSMC2,0,-0.6406323,1.237624,-0.4523014,-0.2738173,-2.011147,-1.08086,-0.65416,-0.4644026,0,-0.2862455,1.178501,15.80001,12.02934,-1.151419,-0.823859,5.110406,0,0
PRDX4,-0.3450871,-0.3930789,-0.2772339,2.82543,0.1489263,-1.249736,-0.9659276,0.4779081,-0.2056039,0,-0.1690142,8.768623,0.8431477,-0.5947869,0.6848998,3.009064,-0.7784379,0,0
NAP1L1,-0.2549116,-0.4689699,0.4991432,-0.3736977,0.08146772,-1.376419,-0.9556072,-0.3252687,0.005790423,0,0.05661121,4.391638,-0.3327122,-0.4200609,1.941528,-0.6568548,9.472863,2.832919,0
KPNA1,-0.4872319,-0.8586382,-0.4664582,0.7335625,0.8800986,9.465032,1.559982,-0.6447714,-0.4228161,3.691658,0,7.322012,0,-1.509181,0,-0.1382565,0.15165,-0.1883141,0
NUDC,0.5612224,0.8750686,-0.1194708,0.7243144,0,-1.153991,-0.5815818,-0.3819488,3.222275,0,0,-0.01035047,-0.1798336,0.1360081,0.9545368,-0.3017826,-0.5334679,13.96739,0
PSMC6,-0.3304399,-0.4017926,0,3.578599,0,-0.1734467,-1.101332,-0.4093326,-0.08049456,0,0.1344345,2.780887,8.219044,0.9365087,1.88872,-0.5205648,-0.9088767,-0.3001206,0
KPRP,-0.2395302,-0.07132414,3.998662,-0.2849354,0,-1.217743,-0.5845187,0.3049338,2.754111,0,6.535472,-0.3735701,0.02553775,4.375956,0.9232099,0,-0.7262359,-0.2502699,0
SLU7,0,1.651013,-0.1282558,2.532324,8.697702,0,0,-0.3878055,0.0344891,-0.2948341,5.548376,4.661663,0.31591,-0.6679302,0.1053984,0.3191217,-0.5378604,0,0
HIST1H3D,-1.244972,0,-1.349749,0,-0.9942313,44.90312,13.2849,10.22559,0,-2.164156,0,-0.4934329,-1.125625,-4.545591,29.77592,-1.901418,-5.110188,-1.677772,0
HIST1H2AK,-0.4759068,-0.2005981,-0.0640431,0.4223164,4.991341,-0.7997512,-0.729923,-0.2604588,1.254768,-0.5034458,28.89916,7.742387,-0.4106753,-1.24175,1.153546,-0.3589028,-1.391638,-0.3125315,0
TUBG1,-0.7090774,-0.9735755,0.7071609,-0.5979668,-0.4145844,6.564179,-2.329703,0.6863222,-0.6333231,0,0,0,11.08506,22.50878,1.308237,0,-1.955321,-0.591292,0
SLC25A3,0,-0.5218729,-0.1874151,0,0,6.215415,1.885967,0.3697005,0,-0.6608366,0,-0.5835278,1.131277,3.149974,-0.4976589,0,7.272241,0,0
PSMC5,0,-0.512856,0.8800236,0,0,-1.480476,-1.237347,-0.4729449,0,-0.4636055,0,0.005791154,8.349648,7.850808,6.016416,-0.6534906,-0.02465227,0,0
SSB,-0.1151442,3.855279,0.0561341,-0.3115788,3.643083,-0.5840923,-0.6045013,1.6529,6.834372,-0.4031687,0,-0.338329,0.241802,-0.7533774,0,-0.5326171,0,14.43328,0
NAMPT,0,-0.4333421,0.1667081,0,0.5182038,-1.224691,-0.1588444,0,0,1.261364,3.099173,-0.4654867,5.129019,2.270683,0.5647107,0,3.271556,-0.3421866,0
TRAP1,-0.3410536,0.8596324,1.417617,0.9377082,0,0,-0.6325204,0.04892465,8.447542,0,-0.1779834,11.2201,-0.1184674,0.5024342,-0.8266324,0,-0.5844065,5.335288,0
PPP2R1A,-0.2528547,-0.3955602,-0.1386691,3.19463,2.130217,-1.260381,0,0,-0.1592384,0,-0.1228642,-0.04874708,0.005550973,0,-0.4981233,0,15.16611,2.028601,0
SEC63,0.752353,-0.6023817,3.54268,-0.2872514,-0.2785721,-1.895795,-1.511792,1.525719,2.15779,-0.5535445,-0.2910003,4.607351,0.29421,-1.064582,-1.047432,-0.8445877,-0.7666486,18.12573,0
CTTN,0,0.08901923,1.150979,-0.3118034,0.7133496,-0.584227,0,-0.3633672,3.41906,-0.3446885,0,2.987731,0.9698902,-0.705321,-0.5700633,-0.1419362,0,21.03125,0
TPR,19.2155,5.399808,14.37012,9.303371,-0.7280801,-3.823047,0,-1.714608,21.00524,-1.278025,0,11.7864,0.06428082,-3.041221,4.897214,-1.794139,0,5.691727,0
MARS,-0.4049009,0,0.9706861,-0.2035898,0,0.04271422,-1.469231,-0.6078952,-0.4366437,0,0,-0.469494,5.042523,6.031364,-0.9519931,0,9.923426,0.2507847,0
GPATCH1,-0.5882888,-0.1513883,0.8761759,6.508082,-0.2060191,-1.92861,0,-0.6183704,4.240508,-0.609031,0.05915168,7.850032,0.0445205,15.99704,0.9720776,-0.3820821,0,-0.4827757,0
MCM2,-0.274756,0.395534,-0.1605704,1.1403,2.057213,-0.5821965,0,-0.356599,-0.01721428,-0.1014152,0.6862172,1.761079,0.2512807,-0.7462683,-0.7050772,-0.1283997,-0.5540177,19.98012,0
FLNA,1.140582,5.77128,-0.7076073,0.7203054,21.56178,-2.736551,-1.438307,-1.337316,-0.9462029,-0.7870877,0,65.47334,-0.2228057,-2.379708,-1.866313,0.3211019,-1.34208,4.820725,0
RBM3,2.047016,0.02776094,1.327028,-0.1529284,0,0,-0.4855135,2.060373,1.020504,0.3650573,0,0,0.3225533,-0.396414,0,-0.2153163,0,10.65992,0
WDR61,0,0,-0.2368699,0,0.2565637,-1.234736,0,-0.06262471,0,-0.03460654,0,0.3492547,1.535984,2.142802,0,-0.03932145,17.32833,-0.2514843,0
HNRNPA3,4.549482,-0.01897315,2.444378,2.820367,0.6269557,0,0,0.4747433,0.6181723,-0.4022844,0,0.5362161,-0.30789,-0.7485179,-0.4846631,0.8557961,-0.8097349,10.85396,0
NDUFS2,0,0,-0.1047265,0,0,0.4196689,-1.246192,0.2623878,-0.3754498,0,-0.2121182,-0.4813162,1.886066,4.702913,0.5087267,-0.6756043,7.208753,0.9403615,0
CSE1L,-0.4518773,-0.7457308,-0.4429954,-0.531307,-0.164542,-2.368296,-1.787869,-0.7331656,0,0,0,-0.7085765,-0.5033582,-1.247009,0,-0.9488317,62.46136,-0.4620371,0
NSRP1,0.8243274,0.1509074,-0.1804012,12.47029,4.348127,0,-0.5289608,0,0.8119566,0,0.9789004,0.6504208,-0.07459161,-0.01379108,0,1.203697,0,0,0
MMS19,0,-0.6298508,0.2129641,0,0,1.296076,-0.2428647,-0.6397847,0,0,0,0,2.775344,12.25036,-0.09373028,0,6.599093,0,0
DSG1,0.6671364,-0.3402849,1.416603,5.147526,0,-0.5488104,0,0,4.901462,-0.2266333,13.47799,0,-0.137468,-0.2024203,0.3100008,0,0,0.4442812,0
EPRS,28.62296,0,-0.2463165,-0.2690685,0,-1.604853,0,-0.4665126,-0.3544629,-0.4571732,0,-0.454218,1.118958,-0.7100541,-0.3668443,1.629415,-0.9726562,5.152186,0
XPO1,-0.2754776,0,-0.09019604,-0.261503,0,-0.3672938,-0.8768739,-0.3624323,-0.2295665,0,0,0,0.3920296,2.401593,0.6602622,-0.4472818,12.95023,0,0
WDR33,3.536105,0.2649849,1.858924,0.7888757,0,-1.121473,-0.5694765,-0.2695189,2.898515,0,0,0.03807048,-0.2510984,3.698336,-0.3823666,-0.4392178,0,2.202236,0
H3F3A,0,0,-0.1842243,0,0,2.985956,0.3005901,2.881629,0,-0.4326064,0,-0.3632932,-0.269829,-0.5764786,9.078096,-0.2976664,-0.2351056,0.1795592,0
TACO1,1.11998,-0.205038,3.062587,10.45326,-0.1461242,-0.912439,-0.6179471,1.000903,0.3848221,-0.4210966,0,-0.3741847,-0.299569,-0.793715,0.5666397,-0.5684728,0,11.04257,0
SLC25A5,0,-0.5111588,8.859538,-0.3422799,0,-1.655597,-0.3097229,-0.1690325,-0.1810641,0,-0.2073106,-0.4304228,11.23772,7.203218,-0.6031106,-0.6659891,1.732325,-0.3302738,0
HBP1,0,-0.4538105,0.3849726,0,0,-1.711794,-0.6739245,5.964164,0,0,0,0,3.188164,6.176442,-0.9394225,8.923296,0.768029,0.8350078,0
PRMT1,0.9760329,0,2.890181,7.545546,0.2797501,-1.221162,-0.5767345,-0.3754858,1.237148,0.8516646,-0.1036022,5.581332,0,0,-0.6034888,-0.2823935,0,2.144173,0
ACTL6A,-0.2855236,1.457143,1.133904,-0.1690972,0,-0.8957482,-0.8684572,-0.3709558,-0.0344424,22.86172,0,2.953582,-0.2891372,-0.4851186,-0.7266123,-0.5406547,0,0.2558156,0
TUBB3,0,-0.4470783,0.9553399,-0.09806625,-0.1958716,-0.3996801,0.4229202,0,-0.3086351,-0.4503076,1.597872,-0.4463674,0,-0.17627,-0.8106367,-0.5725556,13.90267,-0.1789193,0
HSPA2,-0.3649327,0,0.4263637,9.386068,0,-1.528049,0,0.2747654,-0.1360276,-0.4166498,0,0.08305971,0.6907493,-0.8103063,14.05284,-0.5629099,0,2.328945,0
P3H1,2.613784,7.711554,1.992792,0.8908704,0,-0.8042876,0,0.4871532,-0.06125023,0,0,0.5363315,-0.1173751,0,2.353373,0,0,3.107451,0
COPB1,0,0,0,0,0,-1.610701,-0.9185738,1.21546,0,0,-0.2031161,0,-0.3194098,4.858199,1.456593,0,19.99686,0,0
CAND1,0,-0.5063495,-0.298016,0,0,0.2149838,-0.6465756,0.3393602,0,0,0,0,1.533304,4.058825,-0.8588789,0,22.18544,-0.3330125,0
XPOT,0,-0.3907083,-0.2622627,0,0,0.4148637,-1.056995,0,0,0,0,0,1.81933,12.4858,3.736157,0,2.475114,0,0
PPAN-P2RY11,0,4.377861,2.17311,12.56929,0,0,-0.6111669,0,0.2309097,0,1.712072,-0.1252399,0,0,0,-0.0738269,-0.4764789,2.561306,0
SON,0,0.1743588,0,1.237166,7.629982,0,-0.5876018,-0.3899755,0.5304798,0,9.579585,-0.2932637,-0.1918736,-0.5325995,10.65608,-0.474825,0,0,0
YLPM1,1.717626,0.846689,0.1374213,2.92497,0.6093469,0,-0.535448,0.0407233,0,0,1.282201,0,0.0770585,0,0,-0.1289757,0,9.038514,0
RBBP4,1.413209,0,11.30717,0,0.03506422,11.43581,2.146017,0,5.715549,0,1.633432,7.047876,0,0,0,0,-1.756028,0.5002964,0
KPNA6,0,-1.041952,0,0,0,43.46783,3.020371,-0.7479111,0,23.46198,0,0,-0.5376753,-0.8619256,-0.9397923,-1.491306,-1.792872,0,0
HSD17B12,0,0,0,0,0,1.388625,-0.5360437,0,0,0,0,0,0.7374691,0.002486864,-0.416236,0,13.20681,0,0
SEC61A1,0,0,-0.2853875,0,0,11.0556,-0.3792054,-0.4414402,0,-0.4227614,0,-0.3352618,3.122955,3.65389,-0.6436504,0,1.035037,-0.1702507,0
LSG1,-0.3344923,2.129916,3.542817,5.857355,0,-0.6012585,-0.9053447,3.939978,0.1063155,-0.1967254,0,-0.4288241,0,-0.7478999,0,-0.479292,0,21.41339,0
PSMD1,0,0,0,-0.1606102,0,-0.7860436,-0.6043328,0,0,0,0,-0.3378796,5.86587,11.50105,-0.7462313,-0.5321677,7.751304,0,0
TDP1,-0.1329516,1.227535,4.584844,11.36501,0,-0.5254748,-0.7158852,-0.1675265,0.4852344,0,0,0.191059,-0.07912884,-0.452507,-0.4214684,-0.1003731,0,2.508213,0
DSP,-0.7291594,-0.3577751,1.527464,-0.7068508,0,0,-0.809173,0,1.416217,-0.6760644,68.85155,-0.8841202,-0.5768848,1.228729,12.07511,-1.212147,0,0.6917939,0
TAF8,8.972407,10.64175,-0.2767804,2.164911,0,0,0,0,1.253842,0,0,0.1363986,-0.2673499,-0.5466175,0,0,0,20.31468,0
RSRC2,-0.3880934,1.768664,0,1.852615,0,-1.615077,0,-0.5077155,1.679498,0,0,0.3193353,0,34.47704,-0.891478,0,0,0.05067607,0
