Gene Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue
RPL3P6,35.55066601,-0.020135917,0.186616203,-0.107900154,0.914074895
ZNF180,3.689412534,0.05378893,0.49856152,0.107888251,0.914084337
NPIPB15,2.543285753,-0.084005355,0.778755332,-0.107871307,0.914097778
AL512785.2,0.112643975,-0.311454746,2.887465666,-0.107864398,0.914103259
LINC00380,0.282220067,0.263741965,2.44614936,0.10781924,0.914139081
SIGLEC8,32.17383164,-0.021289879,0.197489595,-0.107802538,0.91415233
BRCC3P1,0.226645314,-0.227851496,2.114017408,-0.107781277,0.914169195
HTR1E,0.423452768,0.185599939,1.722461673,0.107752725,0.914191845
UBE2L6,10.52601201,-0.037980909,0.352510141,-0.107744158,0.91419864
CRIP1,4.319964526,-0.06308232,0.585671486,-0.107709392,0.914226219
AC025284.1,17.02500372,-0.023273473,0.216079985,-0.107707676,0.914227581
ZFP36L1,18.28217184,-0.029088987,0.270109244,-0.107693416,0.914238893
MAPK1,3.436951478,-0.070905582,0.658440223,-0.107687197,0.914243825
AC103808.1,0.980186584,0.112386385,1.043696373,0.107681111,0.914248654
AP005242.3,0.399765551,0.183723517,1.706719487,0.107647167,0.914275581
AC092809.4,12.5616637,0.025809561,0.239814523,0.107623011,0.914294743
SNORA7B,0.262103504,0.263673139,2.450206002,0.107612641,0.914302969
ZNF335,44.07700792,0.022803617,0.21193418,0.107597639,0.91431487
MUC1,0.224456194,-0.266668555,2.478498941,-0.107592765,0.914318736
PDLIM2,54.62665697,-0.014893299,0.138484152,-0.107545154,0.914356505
HCFC2P1,0.250347691,0.26607124,2.474112721,0.107542085,0.91435894
SF3A3P2,2.348195084,-0.067611134,0.628702276,-0.107540782,0.914359973
AC233723.2,41.05517474,0.021698826,0.201816856,0.10751741,0.914378514
AC005400.1,15.10124101,0.022427011,0.208599268,0.107512416,0.914382476
SHB,1.0701742,0.111187582,1.034611692,0.107467935,0.914417762
AL645941.3,61.85163698,-0.044583416,0.414882833,-0.107460257,0.914423853
TEX35,44.76946485,0.028863229,0.26868687,0.107423296,0.914453174
AL137246.2,0.683124988,0.129437217,1.205125085,0.107405628,0.91446719
AC010538.1,124.2158037,-0.010939634,0.101854014,-0.107405035,0.91446766
NPC2,3.15424182,0.05393276,0.502363141,0.107358116,0.914504881
TONSL-AS1,0.216743052,-0.228967614,2.133108589,-0.107339877,0.91451935
KIR3DL2,0.184442319,0.326810543,3.045772184,0.107299733,0.914551196
ACTL6B,0.210796525,0.266769616,2.487449843,0.107246229,0.914593641
IL6R-AS1,12.24415111,0.0331429,0.309073956,0.10723291,0.914604208
APOC4-APOC2,0.246826495,0.26613438,2.482636096,0.107198305,0.91463166
AK4,8.194354927,-0.058285108,0.543742506,-0.107192481,0.91463628
AC109486.2,1.618440485,-0.07563006,0.705845692,-0.10714815,0.914671449
ORC4,507.0893428,0.015018558,0.140216725,0.107109602,0.91470203
SRGAP2C,28.84859627,0.035754076,0.333904267,0.107078823,0.914726447
FBXW9,0.137504385,-0.326123669,3.045772184,-0.107074216,0.914730102
AC093607.1,5.772198345,-0.045818018,0.427912142,-0.107073424,0.91473073
SRRM5,43.54186355,-0.035316339,0.329986961,-0.107023439,0.914770385
ARHGEF38-IT1,0.271362933,0.261843758,2.44680337,0.10701463,0.914777373
AC015813.8,0.370147472,0.185329663,1.731852483,0.107012384,0.914779155
BATF2,0.521457905,-0.146821178,1.372279757,-0.106990705,0.914796354
AC010329.5,0.372768843,0.184619258,1.725815154,0.106975105,0.91480873
ARFGEF1,51.9113695,-0.015637207,0.14617666,-0.106974715,0.91480904
LINC00922,0.776649345,0.132908562,1.242477808,0.106970572,0.914812326
AL033379.1,0.460394419,0.124344751,1.162537358,0.106959789,0.91482088
Z99289.2,0.366757077,0.184844498,1.729746636,0.106862181,0.914898317
AC008750.7,0.283390222,-0.268025685,2.508330406,-0.106854219,0.914904633
LINC01015,0.104992158,-0.325435475,3.045772184,-0.106848266,0.914909356
RNA5SP36,0.338326807,0.185072765,1.732647201,0.106815031,0.914935723
PSMC2P1,0.215507306,-0.228073893,2.135568106,-0.106797762,0.914949423
AL022393.1,4.305629078,-0.050701506,0.474820085,-0.106780457,0.914963152
ARMC7,10.96270058,0.042044669,0.393764484,0.106776185,0.914966541
OR10J8P,0.411776141,0.184053457,1.724955277,0.106700423,0.915026647
SNORA28,0.222810423,-0.228024453,2.137205461,-0.106692809,0.915032688
TRBV5-7,0.269446512,0.261387158,2.450524118,0.106665817,0.915054102
AL049844.3,0.393548642,0.18401015,1.725187557,0.106660954,0.91505796
AC244102.2,0.408299081,0.184771084,1.732596194,0.106644055,0.915071367
AL513548.3,8.075995354,-0.044754073,0.41973773,-0.106623899,0.915087358
AC106806.1,2.339435506,-0.063579294,0.596406924,-0.106603883,0.915103238
TRAJ61,0.108746388,-0.324671191,3.045772184,-0.106597333,0.915108435
OR51AB1P,0.37739868,0.183588008,1.722326811,0.106593015,0.91511186
ADRM1,6.645824095,-0.049160707,0.4616193,-0.106496213,0.91518866
ELP5,10.73901367,0.048875174,0.459151355,0.10644676,0.915227894
LINC01654,0.341170162,0.185837275,1.747220971,0.106361632,0.915295433
AC025580.1,5.682216596,-0.043608077,0.410033401,-0.106352499,0.915302679
ADO,1.555486378,0.073915072,0.695017494,0.106349945,0.915304706
AL161717.1,4.081276001,0.053397004,0.502115845,0.106343993,0.915309428
AC108467.2,0.318013478,0.186204621,1.751426427,0.106315983,0.915331651
NPY4R2,0.905680515,0.129624718,1.219391721,0.10630277,0.915342134
MPTX1,0.241257539,-0.221969779,2.088278892,-0.106293168,0.915349752
IST1,13.47811619,0.042184914,0.397072615,0.106239797,0.915392096
UGT2B4,1.41829813,0.114154058,1.075111998,0.106178759,0.915440523
AC084030.1,2.263355459,-0.054943894,0.517474267,-0.106177056,0.915441875
AC100782.1,0.377401602,0.182511858,1.719284478,0.106155706,0.915458813
LINC01289,11.72667312,0.032172613,0.30319944,0.106110398,0.915494761
AP005436.3,0.431395802,0.145160169,1.368299577,0.106088002,0.91551253
AL022331.1,0.643445689,-0.113996278,1.074835097,-0.106059319,0.915535288
MS4A10,6.314375065,0.041858816,0.394694904,0.106053601,0.915539825
APOM,22.71564416,0.035862211,0.3382507,0.106022578,0.915564439
RNF31,3.534800169,0.057389528,0.541476965,0.105987017,0.915592653
AC004549.1,4.701774665,0.049479394,0.466876018,0.105979729,0.915598436
FCF1P7,24.85940668,0.018136646,0.1711647,0.105960202,0.915613929
AKR1B1P4,0.253036603,0.265143146,2.503332501,0.105916072,0.915648942
AC013716.1,0.215748967,-0.226050501,2.135085731,-0.105874203,0.915682162
AC011228.2,3.698888891,-0.044120476,0.416750954,-0.105867727,0.915687301
AL357520.1,0.270687833,0.259029448,2.448110182,0.105807921,0.915734752
STAT1,100.1021569,0.016573478,0.156654431,0.105796421,0.915743877
AL139008.1,0.272796987,-0.216209911,2.043730786,-0.105791777,0.915747562
LINC01260,0.47435337,-0.121922796,1.153014914,-0.105742601,0.915786579
AC022336.3,1.588506173,-0.077071713,0.728915432,-0.10573478,0.915792785
UBALD2,1.229118541,-0.098681234,0.933372818,-0.105725421,0.915800211
APOL3,2.903382917,-0.072578601,0.686484597,-0.105725025,0.915800525
ZNF530,13.32004661,0.025724621,0.243381619,0.105696647,0.915823041
AC066616.2,0.230399469,0.267868813,2.534667224,0.105682044,0.915834627
ZNF606,12.03961021,-0.032455783,0.307147649,-0.105668342,0.915845499
CTDSP1,9.641818122,-0.044392116,0.420350853,-0.105607293,0.915893938
ZNF213-AS1,47.10253934,-0.024607709,0.233047939,-0.105590759,0.915907057
COQ5,16.04483326,0.022120537,0.209537915,0.105568181,0.915924972
AC109464.2,0.341948632,0.184623233,1.749864749,0.105507144,0.915973401
AC068279.1,1.869475647,0.093403425,0.886128891,0.105406138,0.916053545
DLEU2L,12.7258995,-0.033178338,0.314772942,-0.105404036,0.916055214
RFPL4AP3,2.8535774,-0.059254313,0.562222631,-0.105392971,0.916063993
LINC00362,0.918180484,-0.129052409,1.224873912,-0.10535975,0.916090353
GPR174,17.04216671,0.043206306,0.410129829,0.105347876,0.916099775
TCTEX1D4,4.207557913,0.052633431,0.499734458,0.105322798,0.916119673
PDILT,0.881960557,0.096541411,0.916986884,0.105281126,0.916152739
WDR37,29.85951998,-0.026804949,0.254613539,-0.105276996,0.916156016
AC211469.2,0.747274461,-0.113108147,1.074713209,-0.105244958,0.916181437
OR8X1P,0.375411355,0.183277993,1.741536342,0.105239258,0.91618596
NFATC2IP,15.71707699,-0.027312085,0.259567037,-0.105221701,0.916199891
TSSK4,31.39895528,-0.029418524,0.279606443,-0.105214042,0.916205969
AC009812.2,0.247724619,0.262514749,2.495152347,0.105209908,0.916209249
TAFA1,0.716418539,-0.139334285,1.324418726,-0.105204104,0.916213854
COL22A1,2.073272543,0.092171906,0.876324448,0.105180115,0.916232889
CR589904.1,0.223208324,-0.224637882,2.136450157,-0.105145389,0.916260444
Z98259.1,0.197601723,-0.228483334,2.173338793,-0.105130104,0.916272572
AC005014.3,1.118698474,0.088578033,0.842662605,0.105116843,0.916283095
SOX6,43.51316338,-0.023620219,0.224716168,-0.105111347,0.916287455
AC245100.7,7.546410537,-0.035614645,0.338857689,-0.105102071,0.916294816
AL451064.1,0.343766819,0.181681024,1.728791036,0.105091373,0.916303305
AC145423.1,0.223791855,0.268076134,2.550968572,0.10508798,0.916305997
FABP5P6,0.396297749,0.17984555,1.711603775,0.105074289,0.916316861
AL023574.1,12.69490334,0.026611654,0.253369627,0.105030957,0.916351244
ZNF540,18.40980972,-0.0374338,0.356429301,-0.105024474,0.916356388
KLK8,0.173520246,-0.31985632,3.045772184,-0.105016495,0.91636272
TMEM41B,12.89361859,-0.023260281,0.221535549,-0.104995703,0.916379218
BEX4,0.489693304,-0.109947724,1.047880889,-0.104923876,0.916436213
AC092053.6,0.701143831,0.115258332,1.098541168,0.104919447,0.916439728
AC015845.1,15.05245573,0.028774254,0.274362271,0.10487686,0.916473521
LINC01723,0.915003053,-0.130093633,1.240700846,-0.104854957,0.916490901
AC073632.1,0.234822904,0.266676921,2.543571285,0.104843502,0.916499991
ZNF32-AS1,107.5384681,-0.017237807,0.164444513,-0.104824456,0.916515104
AL450472.1,0.8605424,0.099187191,0.946372789,0.104807737,0.91652837
CLDN7,5.548566399,-0.045342558,0.43282245,-0.104760181,0.916566107
TUG1,3.895356507,0.076085785,0.726398995,0.104743791,0.916579113
PRDX3P1,12.88110296,0.024627683,0.235170839,0.104722519,0.916595993
PEX3,7.366988069,-0.075752566,0.723399508,-0.10471747,0.916599999
LINC01750,6.214159893,-0.035918915,0.343032256,-0.10471002,0.91660591
AC124067.1,0.232748305,0.264750695,2.529086986,0.104682321,0.916627891
LVRN,2.333074115,0.108225866,1.033973154,0.104669899,0.916637748
PCED1B,0.672619931,0.15131212,1.445904872,0.104648738,0.91665454
YPEL1,70.36289757,0.023840613,0.227837736,0.104638562,0.916662615
MOAP1,7.579118708,-0.044810756,0.42830745,-0.104622874,0.916675064
RPL27P8,5.568314748,0.03813674,0.364551412,0.10461279,0.916683065
AC091799.1,0.599795611,-0.149325172,1.428093579,-0.104562596,0.916722896
SNHG6,9.43347939,-0.03384416,0.323719397,-0.10454783,0.916734613
ADCY1,40.77734041,-0.024745948,0.236733461,-0.104530841,0.916748095
RN7SL787P,3.263757329,-0.073714881,0.705726213,-0.10445252,0.916810246
ARG2,328.3870642,-0.016073831,0.153998557,-0.104376503,0.916870568
USP3,67.39224192,0.015868085,0.152054716,0.104357731,0.916885465
THRB-IT1,52.40869372,0.021005929,0.201292801,0.104355095,0.916887557
LINC02192,0.22550304,0.2657279,2.546542673,0.104348497,0.916892793
AL358334.2,35.91860215,-0.020815956,0.199608195,-0.104284076,0.916943914
ELF3-AS1,70.40262847,0.014585139,0.139866303,0.104279148,0.916947826
RPS13P2,4.819289287,0.04224803,0.40525678,0.104250026,0.916970935
AC004890.3,14.3898441,0.023735466,0.227683304,0.104247725,0.916972762
RNF215,21.35764556,0.036346291,0.348788429,0.104207272,0.917004863
PCDHB18P,1.961594334,-0.096407188,0.925302139,-0.104189955,0.917018605
AL157938.2,72.47944055,0.011506517,0.110446136,0.104182158,0.917024793
OR7A1P,0.284417928,0.254413696,2.442156124,0.104175852,0.917029797
TXK,7.412280925,0.03528238,0.338684852,0.104174663,0.91703074
SPARC,4.220715973,0.058164604,0.558406221,0.104161812,0.917040938
RPL36AP26,1.255417115,0.074538315,0.715703131,0.104146974,0.917052714
AC026310.2,11.17215381,0.029378295,0.282239877,0.104089809,0.917098078
AC242988.1,5.10641809,0.044684485,0.429340978,0.104076916,0.91710831
AL662907.2,39.4616708,0.018070146,0.173663289,0.104052768,0.917127473
AL356952.1,2.831076918,-0.064407503,0.619145759,-0.104026397,0.9171484
OR9K2,0.573179652,0.184627896,1.775335022,0.103996087,0.917172454
ATXN7L3B,1.466275092,0.071417546,0.687067488,0.10394546,0.917212631
TLCD3A,20.98905323,0.034223774,0.329274477,0.103936917,0.91721941
LRCH3,71.31346644,0.020148283,0.19386533,0.103929272,0.917225477
HEY2,2.264201744,-0.056800165,0.546635542,-0.103908657,0.917241837
C20orf96,0.387160702,0.205959175,1.982201293,0.103904268,0.91724532
SCP2D1-AS1,0.288942567,0.144500713,1.391397633,0.103852924,0.917286066
AL512424.1,0.579564924,0.118621904,1.142529091,0.103823968,0.917309046
LINC02455,3.062702409,0.047147914,0.454132381,0.103819759,0.917312386
HSP90AB7P,6.148434648,0.041323247,0.398108673,0.103798911,0.91732893
AL353771.1,13.01585535,0.025455201,0.245305805,0.103769257,0.917352464
AL606495.1,0.208966625,-0.222946473,2.148889302,-0.103749632,0.917368039
AC008532.1,9.050670006,0.043707302,0.421469662,0.10370213,0.917405737
AL096701.2,0.37886525,-0.129078302,1.245323208,-0.103650443,0.917446756
ZNF358,1.230877647,0.094512733,0.91193879,0.103639339,0.917455568
IZUMO3,0.082325869,0.315545466,3.045772184,0.103601139,0.917485884
LINC01176,6.829873382,-0.042208054,0.407473193,-0.103584861,0.917498802
AL161941.1,7.876995397,0.045443181,0.438779001,0.103567355,0.917512695
AC092135.2,0.737232237,0.112067238,1.082334046,0.103542191,0.917532666
RPL21P108,0.321141353,0.182758742,1.765488061,0.103517405,0.917552337
AC078777.1,279.1413861,0.018515587,0.178870218,0.103514086,0.917554971
FICD,27.24992221,-0.018485891,0.178609012,-0.103499209,0.917566778
AC093535.2,11.12548528,-0.032204011,0.311161081,-0.10349627,0.91756911
AP000289.1,0.248663752,-0.257970829,2.493113819,-0.103473346,0.917587303
FAM8A4P,0.953011052,0.142702635,1.379370617,0.103454889,0.91760195
XXYLT1,6.808318703,0.043663445,0.422147045,0.103431838,0.917620245
DEFB110,0.097120749,0.314885564,3.045772184,0.103384477,0.917657832
RNU6-188P,1.335965659,0.077935398,0.753899819,0.103376332,0.917664296
PITPNM1,4.132383089,-0.054707349,0.529227447,-0.103372092,0.917667661
AC005040.2,11.0426,0.028431415,0.275119848,0.103341927,0.917691601
AC131935.2,3.204128577,-0.061347387,0.593739647,-0.103323716,0.917706053
MUPP,0.414697337,0.183505942,1.777608685,0.103231911,0.917778914
PSMD12,7.338024838,-0.046453761,0.450055772,-0.103217788,0.917790123
AC009365.2,0.210466974,-0.221430892,2.14578747,-0.103193301,0.917809557
LINC02073,117.5198728,-0.014475812,0.140282083,-0.103190743,0.917811587
VN1R66P,0.352054668,0.182471167,1.768661841,0.103169053,0.917828801
TRIM69,39.19845915,-0.020303533,0.196859558,-0.103137146,0.917854124
AL158835.1,66.01504653,-0.016307672,0.158124234,-0.103132019,0.917858193
ZNF252P,16.996218,-0.026865896,0.26062983,-0.103080666,0.91789895
DPM2,0.066916523,-0.313934717,3.045772184,-0.103072291,0.917905597
RPL31P47,0.585979487,-0.113312893,1.099663385,-0.103043254,0.917928642
CBSL,1.835990939,-0.086615584,0.840784843,-0.103017537,0.917949052
AC006116.3,1.772232206,-0.083011093,0.805849345,-0.103010685,0.91795449
AL161756.1,23.81819183,-0.020425858,0.19830402,-0.103002742,0.917960795
AC009318.1,127.9572593,-0.011044197,0.107244621,-0.102981363,0.917977763
AC026362.1,12.7984235,-0.054541768,0.53002138,-0.102904844,0.918038493
ARHGAP31,9.525414978,0.027249145,0.264808271,0.102901413,0.918041216
AC010542.3,2.417727408,-0.066443689,0.645882502,-0.102872719,0.91806399
AC010082.1,1.780314307,0.07577979,0.736723188,0.102860601,0.918073607
SPINK2,0.071192247,-0.31325753,3.045772184,-0.102849954,0.918082058
C1orf146,10.54330438,-0.027732114,0.269655576,-0.102842726,0.918087794
ZFYVE16,92.92870219,0.018319348,0.178136336,0.10283892,0.918090815
CLEC4O,0.053334271,-0.313110777,3.045772184,-0.102801772,0.918120299
STK17B,9.096379945,0.035062203,0.341486003,0.102675373,0.91822062
MSH5-SAPCD1,30.65852284,-0.05110831,0.498067406,-0.10261324,0.918269934
LINC00430,0.179702092,-0.312494625,3.045772184,-0.102599474,0.91828086
MBP,37.41297779,-0.031540835,0.307483363,-0.102577371,0.918298403
AL162742.2,0.26334794,0.252529909,2.462596853,0.102546184,0.918323157
SCN3A,11.97677118,0.048379131,0.471978207,0.102502891,0.918357518
KLF1,0.76203663,0.115395127,1.125915344,0.102490056,0.918367705
MGAT4A,61.33767022,0.026600763,0.25959241,0.102471268,0.918382618
PXT1,0.643676925,0.129785101,1.266754513,0.102454817,0.918395675
AL121821.2,31.72112639,-0.022032261,0.215060394,-0.102446853,0.918401996
LIMK2,67.8945791,-0.031470538,0.307246684,-0.102427594,0.918417282
AL731569.1,1.86979773,0.085985404,0.83967724,0.102402923,0.918436863
LINC02664,22.50829453,-0.023322227,0.227819193,-0.102371651,0.918461684
ATG4C,0.527885547,-0.138453818,1.352679769,-0.102355207,0.918474737
ZNF337,41.39822781,0.023080163,0.225534141,0.102335562,0.918490329
AC006435.3,0.304656393,0.182208159,1.781638656,0.102269985,0.918542379
AC015959.1,0.808432729,-0.105574546,1.032581968,-0.10224326,0.918563591
SLC44A1,55.41202489,0.023593131,0.230776086,0.102233863,0.91857105
AC025423.1,0.552397442,-0.105272405,1.029770999,-0.102228947,0.918574952
LINC02314,0.419882508,0.111952727,1.095291226,0.102212749,0.918587809
AL928654.3,3.995000925,0.048387166,0.47353184,0.102183552,0.918610983
ANKRD20A11P,3.389032186,-0.058820319,0.575717926,-0.102168643,0.918622817
GFRA4,0.235384101,0.247655267,2.424635836,0.102141222,0.918644582
LINC02117,3.227781942,-0.046509347,0.455370573,-0.102135161,0.918649392
ITGA8,5.076974502,-0.047127006,0.461644786,-0.102084995,0.918689211
AL589702.1,0.165517012,-0.310867553,3.045772184,-0.102065268,0.918704869
PSPC1-AS2,19.27595418,0.019809147,0.194150481,0.102029861,0.918732973
SETP10,13.41128988,-0.025073542,0.24584589,-0.101988862,0.918765516
ABITRAM,21.30597209,-0.021937998,0.215117574,-0.101981431,0.918771414
LINC01194,1.129688155,-0.107928346,1.058781565,-0.101936367,0.918807184
RAB3C,29.19572571,0.05931462,0.581984364,0.101917893,0.918821847
PTPMT1,353.0025293,-0.025468946,0.249918273,-0.1019091,0.918828827
MYBPC2,99.80206515,0.05842194,0.573417543,0.101883768,0.918848935
TRBJ1-4,0.10950568,-0.310303398,3.045772184,-0.101880042,0.918851892
NT5C2,42.6471164,-0.023042188,0.226287609,-0.101827,0.918893994
AL691515.1,63.0363835,-0.012493386,0.122718512,-0.101805228,0.918911276
REXO5,6.197738284,0.039374117,0.386878285,0.101773914,0.918936131
CLIP2,12.44834995,-0.030775945,0.302405982,-0.101770293,0.918939006
MTMR2,221.553289,0.016931909,0.16637967,0.101766694,0.918941862
RPS2P15,36.748228,0.025535226,0.250938314,0.101758975,0.918947989
KLHL41,64.31767151,-0.032190462,0.316382239,-0.101745479,0.918958703
NUTF2P2,0.509464307,-0.128058745,1.259422922,-0.101680494,0.919010285
XBP1P1,11.79054527,-0.032375422,0.318495248,-0.101651195,0.919033542
AL592293.1,1.314001634,0.088288332,0.868577287,0.101647065,0.91903682
AL121655.1,8.25281715,0.03180191,0.313025353,0.101595317,0.919077896
AL136531.2,0.155705039,-0.226115845,2.225891046,-0.101584417,0.919086548
STX3,16.70006799,-0.025557277,0.251595994,-0.101580618,0.919089564
SHANK1,20.19379315,-0.026431023,0.260385237,-0.101507379,0.9191477
