Gene Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue
TGFBR3L,0.899381616,-0.470425016,0.767277518,-0.613109344,0.539804042
AP003174.1,2.496412835,0.390981465,0.637736274,0.613077037,0.539825403
FAM230B,3.067532979,0.818780498,1.335634841,0.613027209,0.539858349
ATP6V0CP3,1.309745905,0.481406826,0.785305088,0.613018856,0.539863872
AC025211.1,5.038416827,0.208436618,0.340027415,0.612999447,0.539876705
LINC01685,2.908307309,0.359336344,0.586260047,0.612929954,0.539922656
MIR8061,0.255463044,1.277477541,2.084220192,0.612928301,0.539923749
NUDT7,3.419924169,-0.384314432,0.627106708,-0.61283738,0.539983872
AL355472.1,0.262582932,1.256918965,2.051018884,0.612826617,0.539990989
PSMD5,46.49224235,0.1185054,0.193400449,0.612746253,0.540044134
C8orf76,2.234872461,-0.409614499,0.66852457,-0.612714203,0.54006533
NUP93,17.49995634,-0.310445812,0.506679166,-0.612706881,0.540070172
C11orf21,10.825317,0.167789696,0.273853738,0.612698211,0.540075906
DCAF12,3.979369436,-0.497913889,0.812717517,-0.612653079,0.540105754
BAALC-AS1,106.1549297,0.102448124,0.16722784,0.612626007,0.540123658
AC087620.1,21.40302826,-0.118185313,0.192919527,-0.612614572,0.540131221
KRT8,11.72849455,0.188503324,0.307708993,0.612602582,0.54013915
PPP1CC,24.96569847,0.150386348,0.245502248,0.612566074,0.540163296
AC002057.2,4.987901154,0.272210062,0.444418827,0.612507944,0.540201744
AL442644.2,0.539355596,-1.45316637,2.372651157,-0.612465244,0.540229986
ITGAM,3.573177914,0.57603083,0.940692829,0.612347424,0.540307919
RFT1,16.95002174,0.15223123,0.248603004,0.612346704,0.540308396
TH,0.24594071,-1.514080921,2.472609293,-0.612341354,0.540311935
KRT17P7,4.158566849,0.326170102,0.532661356,0.612340464,0.540312523
AP000577.1,2.069455917,0.426327491,0.696250839,0.612318819,0.540326841
GCNT3,25.79566597,0.183706477,0.300028163,0.612297441,0.540340982
AL353622.2,0.513850593,0.703952242,1.149781217,0.612248862,0.540373118
TUSC3,5.120727376,-0.385304513,0.62936876,-0.612207878,0.54040023
AL606468.1,2.320613904,-0.485198835,0.792544185,-0.612204145,0.5404027
LINC02141,42.75417218,0.095513629,0.156021621,0.61218201,0.540417343
FXYD7,0.553272888,-0.701072456,1.145327511,-0.612115268,0.540461497
XCL1,0.715688868,0.681789165,1.113851858,0.612100397,0.540471335
ZNF22,0.555297846,0.633511047,1.034984542,0.61209711,0.540473509
ADAM15,2.613819534,-0.371684259,0.60729722,-0.612030233,0.540517755
RNU6-591P,2.654343127,-0.38439486,0.628125155,-0.611971765,0.540556439
ICA1L,82.73322589,-0.100104672,0.163578392,-0.611967577,0.54055921
AL117351.1,1.364044534,0.475275637,0.776643485,0.611961146,0.540563464
GPC5-AS2,1.364581602,0.665258547,1.087094752,0.611960039,0.540564197
PRICKLE4,14.89849205,0.207965981,0.339836659,0.611958645,0.540565119
AP002336.3,6.784967568,0.237115847,0.387484152,0.61193689,0.540579513
SCO2,17.2665426,-0.248735348,0.406485201,-0.611917353,0.54059244
AC245060.6,528.8354882,-0.079864411,0.130515357,-0.611915811,0.54059346
FAM170B-AS1,1.857164953,-0.345220511,0.564196518,-0.611879903,0.540617219
RPS27P15,1.887570418,-0.393461458,0.64320278,-0.611722259,0.540721533
AC068282.1,186.9409846,0.062167733,0.101631545,0.611697212,0.540738107
RPL15P5,1.247720065,0.416383036,0.680745894,0.611657066,0.540764673
RPSAP48,19.56725607,0.435580735,0.712203949,0.611595506,0.540805412
AC241584.2,0.260029614,-1.259630756,2.059704636,-0.611558926,0.54082962
LINC02022,0.559978249,-0.774106576,1.26580663,-0.611551999,0.540834204
AC006362.1,0.432449148,0.703091393,1.149729477,0.611527674,0.540850303
FAM126A,45.0638649,-0.230371887,0.37672208,-0.611516814,0.54085749
AL606534.3,0.380929619,1.855246572,3.034192539,0.611446554,0.540903991
BX284632.1,0.908132864,-0.756587399,1.237381045,-0.611442532,0.540906653
CLIC2,12.44034967,-0.232825201,0.380814334,-0.611387702,0.540942942
AC105362.1,4.811313245,-0.217508347,0.355786703,-0.611344789,0.540971345
C1QTNF7,19.29538441,-0.246965817,0.404060418,-0.611210121,0.541060484
CALR,17.96483863,-0.162668089,0.26615271,-0.61118329,0.541078245
AC107032.3,9.272502137,0.19723899,0.322734366,0.611149634,0.541100523
PROM2,17.96243397,-0.156906476,0.256752292,-0.611120059,0.541120101
NTSR1,2.805553398,0.406853352,0.665809079,0.611066092,0.541155826
HNRNPA1P54,239.8176774,-0.050725691,0.083013804,-0.611051276,0.541165635
LINC01513,12.284011,-0.173516108,0.283969211,-0.611038456,0.541174122
UQCRQ,29.62795481,0.175823836,0.287749514,0.611030871,0.541179143
TBC1D22A,3.804802747,0.401576163,0.657277356,0.610969113,0.541220028
AC055811.4,0.442271062,0.864339573,1.414772115,0.610939079,0.541239912
SNRPCP11,0.337041088,-1.221545859,1.999544246,-0.610912142,0.541257746
BRD7P4,31.50913506,-0.112876209,0.184777188,-0.610877406,0.541280743
CYP4B1,2.539479499,0.405211529,0.663340873,0.610864708,0.541289151
AMER2,25.00921617,0.153925367,0.251983272,0.610855497,0.541295249
MAP7D2,2.486754073,0.419330813,0.686571151,0.610760898,0.541357883
SLC17A4,0.820764225,0.697544262,1.142150321,0.610728946,0.54137904
POLDIP2,41.58635707,0.109866942,0.17989501,0.610728123,0.541379585
PIGC,17.51333943,0.195067943,0.319404452,0.610723933,0.541382359
AC084871.3,0.459735838,-0.920924786,1.507992693,-0.610695788,0.541400995
AC087260.1,1.609148321,-0.51174326,0.838042121,-0.610641455,0.541436972
ITGA4,78.95820343,0.179719182,0.29432767,0.610609196,0.541458333
CDK20,0.407070771,-0.961696875,1.57505583,-0.610579547,0.541477967
AC117383.1,1.986865885,-0.433824442,0.710563537,-0.61053575,0.541506969
AC004980.1,46.8897718,0.134170519,0.219786902,0.610457302,0.541558919
AC008278.1,0.622117498,-0.935951304,1.533239668,-0.610440314,0.54157017
XKR3,0.362682364,1.243046497,2.036612425,0.610350051,0.541629948
TAF13P2,2.688537854,0.340422032,0.55777725,0.610318962,0.541650538
RNU2-25P,6.465332741,0.229276118,0.375666125,0.610318854,0.54165061
RSPH14,2.967490683,0.340315554,0.557701266,0.610211192,0.541721917
SINHCAF,42.47439694,0.143586654,0.235345836,0.610109176,0.541789489
SPRY3,11.61635672,0.186130011,0.305084462,0.610093381,0.541799951
SYMPK,16.04658253,-0.159922424,0.262141217,-0.610062108,0.541820666
LRIF1,1.443665142,-0.426920659,0.699860218,-0.610008467,0.541856199
KLF14,0.47781069,1.222166773,2.003529529,0.610006868,0.541857258
AC105460.2,0.536224915,1.110154812,1.819967723,0.609985989,0.541871089
AC068620.1,0.273903622,-1.841430899,3.019190419,-0.609908831,0.541922202
AL590240.2,4.636029239,0.279932825,0.459020699,0.609847933,0.541962546
ALDOC,1.731024944,0.36831933,0.60395931,0.609841298,0.541966942
HNRNPA1P71,0.511037913,0.859071964,1.408688824,0.609837992,0.541969132
LPCAT1,0.788162001,-0.768666991,1.260471689,-0.609824876,0.541977821
UBA5,142.3087674,-0.189802652,0.311247125,-0.609813352,0.541985456
AL139824.2,0.243382811,1.27330734,2.088191237,0.609765675,0.542017042
AC048382.5,30.94023779,-0.117458606,0.192644374,-0.60971729,0.542049099
AL359844.1,10.36190341,-0.158723229,0.260328995,-0.60970246,0.542058925
AC012313.10,0.46361037,-0.702376412,1.152008204,-0.609697405,0.542062274
PCBP1,8.600970887,0.202908724,0.332811847,0.609679989,0.542073813
PHYHIPL,526.1289215,0.148537059,0.243632869,0.609675777,0.542076604
FAM90A25P,4.539774611,0.321804296,0.527837018,0.609666025,0.542083065
AL035541.1,0.430648788,-0.82352076,1.35086176,-0.609626228,0.542109433
RNU6-1289P,2.390000533,0.351341618,0.576331549,0.609617187,0.542115423
AP005482.1,0.579488966,0.790388465,1.29672599,0.6095262,0.542175712
URGCP,18.04014466,0.272267008,0.4466874,0.609524708,0.5421767
OR5BK1P,37.02813327,0.159132996,0.261080047,0.609518031,0.542181125
KIF26A,0.597313264,0.733428762,1.203351271,0.609488501,0.542200693
SOX5,23.11619979,0.150741641,0.247337405,0.609457519,0.542221222
AC009623.1,1.288540699,0.794317612,1.303322267,0.609456029,0.54222221
AP000356.5,0.36805116,1.260036145,2.067492291,0.609451436,0.542225254
TBC1D31,56.77527969,-0.231451728,0.379779324,-0.609437411,0.542234547
ZDBF2,5.749573501,0.242305128,0.397608609,0.609406142,0.542255268
KIF17,1.597312372,0.566129599,0.929042687,0.60936877,0.542280033
AC092894.1,13.08641147,0.172094763,0.282421705,0.609353883,0.542289899
LYPD1,7.37569239,-0.205559558,0.337350202,-0.609335808,0.542301877
AC093726.1,0.379149471,1.848867328,3.034298999,0.609322723,0.542310549
RHBDL3,0.393925414,-0.815872554,1.339157356,-0.60924323,0.54236323
PLCG2,2.808839571,-0.697975711,1.145645844,-0.609242127,0.542363961
AC121757.2,206.1705258,0.093330053,0.153192695,0.60923305,0.542369976
SRSF7,6.726063637,-0.240039408,0.394005794,-0.609228116,0.542373246
AL731532.2,0.396025462,1.473668881,2.419206294,0.609153872,0.542422452
AC017028.2,108.6822016,0.179926689,0.295379818,0.609136705,0.54243383
AL137018.1,22.16737516,-0.151245926,0.248308218,-0.609105599,0.542454446
GEN1,44.39761548,-0.197495696,0.324278409,-0.609031284,0.542503703
OCSTAMP,0.252187239,0.952931215,1.564679841,0.609026326,0.542506989
CYP3A43,12.68301333,0.158540161,0.260332286,0.608991547,0.542530042
LINC00939,154.8615603,-0.064577078,0.106059611,-0.608875299,0.542607098
GCFC2,762.2267829,-0.169361572,0.278166839,-0.608848894,0.542624602
IL10,7.572512019,-0.183630607,0.301604872,-0.608844961,0.542627209
AL021707.9,1.564352332,0.420422365,0.690593473,0.608784157,0.542667516
ATP6V0D2,19.23902957,0.14861989,0.244127132,0.608780716,0.542669798
AC019206.1,9.464174319,0.196486881,0.322762422,0.608766285,0.542679364
MAP1LC3A,2.249983779,-0.319072804,0.524172356,-0.608717344,0.542711809
RN7SL555P,14.516512,0.151345369,0.248646944,0.608675767,0.542739373
TTC28-AS1,125.6096186,0.067588469,0.111044934,0.608658731,0.542750667
AC078886.1,0.239694065,1.284127285,2.109798386,0.608649288,0.542756928
PALM,6.796073672,-0.253269694,0.416160735,-0.608586232,0.542798733
LGALS9C,1.093233211,-0.794752414,1.305923399,-0.608575063,0.542806138
LNX1,140.4221942,0.097403832,0.160059905,0.608546106,0.542825337
PGAM4,10.46040668,-0.165180588,0.271436713,-0.608541805,0.542828188
AC105760.1,3.044175453,-0.345660754,0.568053221,-0.60850065,0.542855475
MXRA7P1,1.561880812,-0.665885763,1.094347063,-0.608477681,0.542870704
ZNF512B,3.26440068,-0.365222085,0.600364914,-0.608333494,0.542966311
AC097104.1,0.262076991,1.247058763,2.050139492,0.608279958,0.543001812
DCP1A,9.675166288,0.261199587,0.429408206,0.608278051,0.543003076
AC006213.1,60.5477734,0.107067967,0.176030213,0.608236309,0.543030756
AC016493.1,21.47759807,-0.159410279,0.262097227,-0.608210477,0.543047887
PSMB4,9.822923036,-0.203826979,0.335162747,-0.608143302,0.543092435
PTRH1,26.37086878,-0.128126757,0.210707122,-0.608079862,0.543134508
AC022893.3,5.459052535,-0.239589684,0.394088863,-0.607958526,0.543214981
NPM1P29,29.07925601,-0.14188489,0.233393623,-0.607921025,0.543239854
TMEM132C,1.021533103,-0.545332487,0.897115649,-0.607873118,0.54327163
AP000763.2,3.373978837,-0.297751985,0.489832858,-0.607864459,0.543277373
PSMA2P1,9.531048116,0.195826736,0.322157674,0.607859915,0.543280387
C5orf51,3.559502765,-0.700985101,1.153351131,-0.607781171,0.543332619
EFNA3,0.302087269,-1.794180777,2.952051878,-0.607774135,0.543337286
RN7SL332P,1.614255599,0.597605938,0.983286447,0.607763831,0.543344121
NAT8B,0.610826815,0.585578447,0.963551496,0.60772927,0.543367047
H2BC20P,40.87213706,0.105250304,0.173198157,0.607687209,0.543394948
S100G,1.79205032,0.410839447,0.676071122,0.607686727,0.543395268
AC027801.2,2.048516222,0.523414855,0.861361461,0.607659942,0.543413036
MIR223HG,1.186346278,-0.799603574,1.315954254,-0.607622622,0.543437794
AL163193.1,14.5772264,0.153490866,0.252610678,0.607618278,0.543440675
RN7SL592P,3.774133208,0.307631004,0.506373582,0.607517878,0.543507282
BTNL2,0.729473559,0.54621622,0.89910684,0.607509804,0.543512638
GPC1,15.70363098,0.224851112,0.370129942,0.607492361,0.543524211
MIR6864,0.28833418,1.099205613,1.809522666,0.607456117,0.543548256
SLC17A2,0.712847188,0.897698343,1.47787828,0.607423734,0.543569742
DUSP8P5,2.535504371,-0.392864617,0.646777695,-0.607418314,0.543573337
ZNF43,14.71228301,0.155469095,0.255977975,0.607353406,0.543616403
AC005277.2,0.929634709,0.547173859,0.900922207,0.60734862,0.543619579
DRC7,2.297690374,-0.389530476,0.641368095,-0.607343083,0.543623252
RGPD6,57.28930618,0.169442214,0.279003426,0.607312304,0.543643675
SKA2P1,0.652110789,-0.861626905,1.418793222,-0.607295617,0.543654747
AC108488.2,15.47270264,-0.173677429,0.285986117,-0.607293218,0.543656339
OR2A14,3.165169515,0.283867314,0.467475275,0.607234927,0.543695017
DDN,5.784420851,-0.273656966,0.450665573,-0.607228469,0.543699301
AC007495.1,0.864922752,-0.502285829,0.827211081,-0.607203941,0.543715577
SCT,2.134269137,-0.383509185,0.63163109,-0.607172749,0.543736275
AP002505.1,16.07166767,0.143319276,0.236051663,0.607152155,0.543749941
PDIA3P2,0.878533374,-0.666131728,1.097215978,-0.607110853,0.543777348
NF1P6,0.331734011,-0.824067579,1.357366183,-0.607107787,0.543779383
FLJ20021,1.720484956,-0.435838145,0.717916072,-0.607087878,0.543792595
AC003092.1,2.802064539,-0.290512269,0.478536383,-0.607085019,0.543794491
ANOS2P,14.71159584,0.176180543,0.290214172,0.607070777,0.543803943
DPY19L3,31.71494657,0.097844646,0.161181085,0.60704794,0.543819098
MAPKAP1,7.51765109,0.217024488,0.357525378,0.607018413,0.543838693
ZFP82,96.39202719,0.103545379,0.1705827,0.607009848,0.543844377
AZU1,0.703471118,-0.734219977,1.209674906,-0.606956442,0.54387982
AC016074.1,0.586255471,0.706903069,1.164693425,0.60694347,0.543888428
RPS7P7,13.12281927,-0.206214023,0.339798271,-0.606871902,0.543935926
LINC00507,31.07235317,-0.105193118,0.173353716,-0.606812019,0.543975671
AL022238.3,3.183172178,0.379347059,0.62517117,0.606789112,0.543990875
RUSC1,25.09557265,0.13799723,0.227422916,0.606786829,0.54399239
APPL1,526.089397,0.113888065,0.187697308,0.606764509,0.544007204
AC093503.1,70.79783434,-0.180121172,0.296887916,-0.606697554,0.544051645
ELOA-AS1,215.7779301,0.156979138,0.25874404,0.606696635,0.544052256
PATE1,1.249134193,-0.55990821,0.922911328,-0.606676062,0.544065911
BX004807.1,21.64078037,0.273871075,0.451450126,0.606647467,0.544084892
SRSF2,27.04445911,0.16069619,0.26492269,0.606577678,0.544131218
OR7E162P,1.544265886,-0.520126249,0.857480267,-0.606575181,0.544132875
MRPL23-AS1,315.7128176,-0.26659367,0.439591994,-0.606457063,0.544211286
CNTNAP3,6.148715214,-0.407499448,0.671996418,-0.60640122,0.544248358
GAPDHP2,5.260420553,0.268006827,0.441980356,0.606377235,0.544264282
AC019254.1,1.574268603,0.553624726,0.913131906,0.606292172,0.544320756
TADA3,15.84833176,-0.174059466,0.287127985,-0.606208644,0.544376213
AP002800.1,0.621967657,0.809922679,1.336259069,0.606112017,0.544440372
OR4Q1P,0.235605125,-1.516908077,2.502746242,-0.606097435,0.544450054
RNU5E-10P,0.740431958,0.632643156,1.043925588,0.606023229,0.544499328
C3orf22,0.174183603,-1.326846783,2.189470339,-0.606012678,0.544506335
AC009127.1,9.017552925,0.163916957,0.270514041,0.605946207,0.544550475
C1R,7.40660116,0.275215763,0.454192417,0.605945305,0.544551074
ANXA11,51.20799136,0.133430333,0.220207673,0.605929535,0.544561546
AC027228.2,37.05485746,-0.183863857,0.303468116,-0.605875369,0.544597517
LINC00871,48.49849099,0.103397225,0.170666841,0.605842495,0.544619348
KIAA0586,54.59123653,-0.119996438,0.198072227,-0.605821626,0.544633208
PCDHB13,9.000344338,0.204280843,0.337199239,0.605816442,0.54463665
REELD1,5.529972466,-0.237276756,0.391667313,-0.605811993,0.544639605
AC092279.2,2.830919189,0.291533246,0.481297223,0.605723932,0.544698089
AC012459.1,341.1031232,-0.101532057,0.167628173,-0.605698051,0.544715279
AC067930.1,228.7848724,-0.158782981,0.262150594,-0.605693768,0.544718123
AC005775.1,17.52926785,-0.229520088,0.378950181,-0.605673514,0.544731575
PDS5B,10.4218954,0.16795585,0.277331438,0.605614173,0.544770988
AP005120.1,1.802161373,0.379102699,0.626045752,0.605551109,0.544812876
ARL9,14.2839868,-0.172605175,0.285105889,-0.605407258,0.54490843
CANT1,30.59242958,0.253343192,0.418474192,0.605397408,0.544914973
PCED1A,1.871538033,-0.392832298,0.648918321,-0.605364782,0.544936646
PHF6,54.37399423,0.079059649,0.130599976,0.6053573,0.544941616
AC022784.1,135.2552696,0.113551271,0.187579541,0.605349979,0.544946479
ACTL6A,39.04269484,0.109481888,0.180864214,0.605326421,0.544962129
AL035458.1,0.311051546,-1.792049853,2.96059782,-0.605299997,0.544979683
UBB,25.53218735,-0.204098015,0.337214685,-0.605246521,0.545015209
SLC1A2,45.92745755,-0.109563501,0.181032505,-0.605214521,0.545036469
KAT7,93.66339917,0.139548049,0.230578486,0.605208455,0.545040499
KLC1,54.55665684,-0.178791002,0.29542649,-0.605196242,0.545048612
AC107993.1,7.24074628,0.206738719,0.341698009,0.605033432,0.545156783
GPX5,0.301955532,1.48631487,2.456885313,0.604958995,0.545206243
AC016355.1,2.546422418,-0.337890461,0.558535532,-0.604957861,0.545206996
ZPLD2P,17.78417395,0.147066812,0.243108477,0.604943167,0.54521676
UPK3A,0.245116053,-1.505882082,2.48949216,-0.60489529,0.545248573
AC096751.1,9.588851518,-0.243553447,0.40266824,-0.604848913,0.54527939
SHISA4,4.937728019,0.240164886,0.397081567,0.60482507,0.545295234
DPYS,1.006163452,-0.87968326,1.454542565,-0.604783442,0.545322897
AC079148.2,5.774163392,0.257725653,0.426158042,0.604765432,0.545334865
AC127537.1,1.092068321,0.464114407,0.767648168,0.604592606,0.545449721
KLF8,114.2733539,-0.080348431,0.132904455,-0.604557847,0.545472822
TXNL1,40.00033143,-0.180182784,0.298044166,-0.604550617,0.545477628
SUMO1P3,1.709741675,-0.383751554,0.634781418,-0.604541253,0.545483851
AC135050.4,3.249499691,0.305760767,0.50578895,0.604522434,0.545496359
FAM225B,1.345898536,-0.511021286,0.845362682,-0.604499461,0.545511627
MIR4463,12.27368779,0.155867938,0.257850693,0.604489116,0.545518503
AC087664.1,0.380382483,1.222539648,2.02323077,0.604251214,0.545676636
AC104316.2,0.589584635,-0.600140956,0.993283877,-0.604198829,0.545711459
AC006059.1,1104.609743,-0.200842452,0.332431869,-0.604161246,0.545736444
KIF21B,4.499076296,-0.277591461,0.459478374,-0.604144779,0.54574739
MIR99AHG,176.976847,0.090204847,0.149311482,0.604138715,0.545751422
C5,8.80923891,-0.158107746,0.261710392,-0.604132474,0.545755571
ENPP7,0.290258346,-1.79349784,2.968747876,-0.60412602,0.545759861
AC093325.1,0.168086095,-1.333755301,2.207797936,-0.604111128,0.545769762
LINC01214,0.284565464,-1.497465237,2.478845668,-0.604097809,0.545778616
OR52I2,7.93553382,0.243007217,0.402336077,0.603990622,0.545849877
TXNP7,1.123505266,-0.626801696,1.037769913,-0.603989081,0.545850902
AC104024.4,8.004329616,0.227795266,0.377165077,0.603967016,0.545865572
AC073863.1,3.566938468,0.304942604,0.504928701,0.603932009,0.545888847
AC004147.4,0.23952501,-1.516849373,2.511720116,-0.603908598,0.545904412
FBXL18,68.58115606,0.146608617,0.242766644,0.603907581,0.545905088
DNAAF4,5.471562703,-0.240277675,0.397872908,-0.603905595,0.545906409
LINC02668,1.70108202,0.38874509,0.643728622,0.603895922,0.54591284
AC106897.1,3934.383869,-0.145150457,0.240422284,-0.603731294,0.546022305
SOHLH2,4.334381631,0.251771942,0.417027034,0.603730506,0.546022829
CYP17A1,76.52459131,0.204125063,0.338133169,0.603682459,0.546054778
PCDHGB5,0.479478566,-0.938272208,1.5543117,-0.603657688,0.54607125
SIRPB1,59.54452123,-0.082391399,0.136487648,-0.603654619,0.546073292
TXNL4AP1,4.773193329,-0.308956193,0.511816922,-0.603645913,0.546079081
TMEM79,34.10493255,0.128964,0.213673892,0.60355525,0.546139372
SRSF10,376.981659,-0.111223658,0.184287293,-0.603534058,0.546153465
POLR2G,0.579569,-0.592366918,0.981555704,-0.603498014,0.546177436
ANXA3,8.549050528,0.213699408,0.354101917,0.603496898,0.546178179
RNASE3,0.723536083,-0.697943822,1.156550167,-0.603470426,0.546195784
PNMA2,10.65031431,-0.269482203,0.446557284,-0.603466144,0.546198631
RANP7,9.887001567,-0.231614931,0.383835389,-0.603422554,0.546227622
DLGAP3,0.859086233,-0.535423362,0.887320309,-0.603416101,0.546231913
FAM167A,14.04129074,0.176530695,0.292576475,0.603365992,0.546265241
NUMA1,65.22282858,-0.123795238,0.205182108,-0.603343241,0.546280372
RUSC1-AS1,173.6125712,0.111227836,0.184364373,0.60330439,0.546306213
ADGRE4P,2.562650113,0.278957654,0.46239219,0.603292314,0.546314245
LINC01849,10.87542668,0.139855086,0.231846071,0.603223876,0.546359766
GNB5,135.3653906,0.133968753,0.222104642,0.603178539,0.546389923
BCAN,5.290459703,0.251756507,0.417411671,0.603137202,0.546417419
CACYBPP3,1.322037838,0.405749649,0.672744691,0.603125755,0.546425034
OR8J1,0.477562439,1.727046083,2.863526575,0.60311858,0.546429807
LINC00839,34.00073824,0.106248229,0.176182817,0.603056702,0.546470969
AGRP,5.187696541,0.266575481,0.442048652,0.603045568,0.546478376
AC016026.1,0.386364794,0.918974414,1.524258117,0.602899472,0.546575567
HMGCLL1,1.116917552,0.634598408,1.052660502,0.602851923,0.546607201
MTUS1,27.53769578,-0.164044341,0.272130865,-0.602814168,0.54663232
AP003108.4,18.35859671,-0.160463178,0.266197087,-0.602798398,0.546642812
AC100832.2,7.229744613,0.202651923,0.336210811,0.602752549,0.546673317
AC018946.1,26.9320132,-0.105755305,0.175459484,-0.60273348,0.546686005
KRBOX1-AS1,3.201661468,-0.295598039,0.490433495,-0.60272808,0.546689598
THYN1,7.279813218,0.189855212,0.315002024,0.602711086,0.546700905
RN7SL461P,12.91201429,0.138285551,0.229447815,0.602688463,0.546715958
OR5AK4P,1.169451389,-0.520263298,0.86328749,-0.602653583,0.546739167
INSR,7.089519116,0.196179694,0.32553328,0.602640977,0.546747555
Z95115.1,2.413228207,0.378347521,0.627817659,0.602639182,0.546748748
POMT2,16.11555974,0.249177672,0.413488186,0.602623438,0.546759224
AC017100.2,5.30559645,0.346807028,0.575537031,0.602579868,0.546788216
C1orf127,13.57994543,-0.154896535,0.257101509,-0.60247229,0.546859803
AL021877.2,22.56266588,0.127915004,0.212331479,0.60243071,0.546887473
SRCAP,14.91678053,-0.219210765,0.363924466,-0.602352372,0.546939606
SERPINC1,2.333573678,0.297978917,0.49469453,0.602349326,0.546941633
AC097637.2,2.992664293,-0.252481706,0.419169821,-0.602337508,0.546949499
PSAP,9.388034086,0.32287687,0.536062785,0.602311668,0.546966696
PIGR,12.01198011,0.142148251,0.236015139,0.602284462,0.546984802
BSN-DT,17.99042292,-0.11193324,0.185861208,-0.602241003,0.547013726
AC097478.2,2.249462347,-0.502641465,0.834644979,-0.602221876,0.547026456
ZNF32,4.660644426,-0.30215821,0.501765237,-0.602190401,0.547047404
H4C3,3.012468975,0.313893539,0.521389652,0.602032546,0.547152474
DUS1L,11.42046715,-0.312566408,0.519215125,-0.601997887,0.547175544
AL450326.1,9.037357961,-0.169420222,0.281461275,-0.601930841,0.547220174
AL391361.2,4.681575747,-0.331616755,0.55095154,-0.601898227,0.547241885
AC024940.3,1.048849641,0.517178506,0.85924935,0.60189572,0.547243553
LY75-CD302,0.382102184,-1.213211187,2.015766581,-0.601860949,0.547266701
AP003464.1,2.767681078,0.612315397,1.017450474,0.601813467,0.54729831
C6orf89,9.755464803,-0.173262973,0.287920875,-0.601772875,0.547325333
DCAF13,43.02611592,-0.134403085,0.223350679,-0.60175812,0.547335156
PGPEP1,40.67080968,-0.104027334,0.172882996,-0.60172103,0.547359849
TMEM115,12.83291014,0.230247668,0.382705989,0.60163069,0.547419995
AL355499.2,0.473117297,1.204677695,2.002513296,0.601582869,0.547451835
NAPA,13.17156839,-0.246782153,0.410230787,-0.601569071,0.547461022
FUT1,24.55702389,-0.192348975,0.319754815,-0.601551457,0.54747275
ASTN2,245.6051284,0.104103643,0.173087405,0.601451289,0.547539447
ARPC1B,34.42494341,0.110692914,0.184070662,0.60136098,0.547599582
TEKT3,2.748978295,-0.330700191,0.549965848,-0.601310411,0.547633256
GHET1,124.0152271,0.078605043,0.130731993,0.601268605,0.547661097
AC023296.1,8.568402376,0.164525272,0.273641223,0.601244469,0.54767717
MIR367,2.126516433,-0.348994193,0.580461702,-0.601235519,0.54768313
GPN3,5.284284567,-0.257683466,0.428606095,-0.601212791,0.547698266
LINC02663,2.404783094,0.321777777,0.535221939,0.601204385,0.547703864
SLC6A17,5.012749244,-0.242186478,0.402836257,-0.601203276,0.547704603
AC004528.1,33.97291705,-0.133819905,0.22262331,-0.601104638,0.547770294
PLEKHM1P1,43.43642489,0.081035344,0.134818719,0.601068939,0.547794071
AC093166.1,8.725086628,0.237408483,0.394982448,0.601060843,0.547799462
RN7SL790P,1.841273852,-0.387492429,0.644768818,-0.60097886,0.547854067
AC000081.2,5.956352143,0.218906402,0.364279134,0.600930391,0.54788635
AC090377.1,54.49656512,-0.133189356,0.22164786,-0.600905218,0.547903117
FABP6-AS1,32.44885388,-0.100895747,0.167912869,-0.600881561,0.547918875
USP9YP10,1.908336108,1.542759867,2.56759893,0.60085703,0.547935215
ABCB4,12.92334848,0.258011958,0.429449237,0.600797338,0.547974977
LRRIQ3,0.611899265,0.925340724,1.540227385,0.600781893,0.547985266
OTUB2,23.99245426,0.164197559,0.273311874,0.600769942,0.547993227
SLC35B3,1.03765926,-0.473093679,0.787484027,-0.600766064,0.54799581
AC093606.1,28.56407138,0.115695489,0.192583923,0.600753617,0.548004102
LTN1,6.587117391,0.382611521,0.636927473,0.600714426,0.548030209
SLC39A14,4.930273181,0.299770356,0.499041811,0.600691864,0.548045239
PDC-AS1,61.74787008,0.078374946,0.130474492,0.600691713,0.54804534
SNCG,2.030481083,-0.364076679,0.60609938,-0.600688091,0.548047753
AC004837.2,18.55592882,-0.134834309,0.224478974,-0.600654514,0.548070121
LPAR1,1.443186409,-0.535643041,0.891767667,-0.600653131,0.548071042
FGFR1OP2,29.47737486,0.140496336,0.233908586,0.600646342,0.548075565
AC138150.2,150.7782817,0.242885986,0.404443281,0.600544,0.548143746
MTCYBP35,2.399043999,-0.317860855,0.529335091,-0.600490804,0.548179187
TBR1,8.646761192,-0.206839071,0.344450186,-0.600490519,0.548179378
ZP1,5.473497615,0.264016694,0.439677703,0.600477787,0.548187861
AL161757.5,2.786895869,-0.341602958,0.568913431,-0.600448046,0.548207676
SLC39A7,11.96844918,0.16079619,0.267813763,0.600403013,0.54823768
ELOA3B,7.468294487,0.446364809,0.743471787,0.600378948,0.548253715
AC135457.1,836.7070545,-0.086070666,0.143373081,-0.60032654,0.548288634
PLEKHG5,0.780899522,0.792562325,1.320379878,0.600253259,0.548337464
AC138356.3,0.419652875,0.688090907,1.146408561,0.600214383,0.548363369
