"","RBBP7","HDAC1","SIN3B","HDAC2","RBBP4","SIN3A","SUDS3","BRMS1L","SAP30L","ARID4A","ING1","ARID4B","SAP30","ING2","BRMS1","TNRC18","SAP130","HNRNPUL1","BAHCC1","PHF12","TUBA1A","CHD4","GATAD1","GATAD2B","MTA1","MBD3","MTA2","MBD2","GATAD2A","CHD3","PRKDC","CCT2","CCT5","TUBB6","TCP1","MSH2","CCT3","CCT4","CCT6A","CCT8","MORF4L1","CCT7","ERC1","CDK2AP1","MTA3","PWWP2A","CHD5","RCOR1","KDM1A","C16orf87","MIER1","DNTTIP1","WDR5","ZMYM2","GSE1","MIER3","ZMYM3","CTBP1","HMG20A","RERE","RCOR3","CDYL","ZNF516","MIER2","BCL11A","ZNF217","RREB1","RCOR2","PHF21A","ARID5B","MGA","EPPK1","HSPA1A","HSPA9","TUBB4B","TUBA4A","TUBA8","KPNA2","HSPA4","KPNB1","KPNA3","DECR1","HSPH1","CANX","ZNF219","HSPA4L","MORF4L2","ZNF512B","BCL11B","TRERF1","ZNF521","MRFAP1","MRGBP","BRD8","MRFAP1L1","LIN9","LYZ","LIN52","SUZ12","SCOC","LIN37","EZH2","CHAF1A","AEBP2","MYBL2","EED","LIN54","RNF41","PALB2","CHAF1B","EP400","BPTF","ASH1L","PCBP1","TUBB","SNRPD1","TUBA1C","HSPA8","U2AF2","RCC2","SNRPD2","RBM39","HMGB1","SNRPA","BTF3L4","EIF1AX","NUCKS1","ENO1","CKB","EIF5A","CPSF6","BTF3","EEF1A1","HNRNPF","RCN2","PCBP2","C1QBP","NCL","NPM1","SNRNP70","TUBA1B","HSP90AA1","PUF60","TUFM","HSP90AB1","CLTC","EIF5B","CACTIN","NACA","MCM3","DYNC1H1","SNRPD3","MFAP1","SPTAN1","HNRNPA2B1","SSRP1","DDX46","FBN2","FLNA","CSE1L","DSP","CTBP2","ZNF592","TRMT1","FBN1"
"TCGA-BH-A0H3-01",12.7845,12.9724,11.0593,12.8398,14.27,13.2306,12.5243,9.4589,12.0464,11.188,10.2581,13.095,8.7448,9.3106,10.9352,12.9309,11.1111,14.2794,10.8289,12.2718,14.6409,14.765,11.411,12.6027,11.2109,11.4906,12.6202,12.5333,12.0032,14.5032,14.3831,13.1881,13.5768,11.8137,13.286,11.3857,15.1394,13.5083,13.5786,13.3546,14.3965,13.6375,12.7145,12.8624,11.9319,10.6555,2.8074,11.9144,12.7353,8.388,12.3185,10.2047,11.5034,13.2981,12.3778,11.1643,11.694,12.6307,11.8874,13.3776,12.3081,11.3993,11.7099,9.9887,8.1241,13.3088,12.0154,7.5925,11.7317,13.2537,12.4931,12.0875,13.7592,14.3516,13.3433,9.8319,6.851,12.2058,13.3271,14.2524,12.0488,11.526,13.0878,15.965,9.8629,9.0901,13.9279,11.3206,8.4798,11.1415,12.2863,14.186,9.5097,12.0671,12.5587,9.5793,12.908,9.7142,11.957,12.3343,8.5184,9,9.8074,11.3397,8.5699,10.2155,10.2503,12.031,10.9469,9.3576,12.5298,13.2364,14.1345,14.2348,15.8967,11.5317,13.0585,16.6083,12.7421,13.4472,12.6976,14.014,14.9457,11.2306,12.3568,13.0592,15.3984,15.1948,8.5887,14.1187,12.6867,14.8681,19.91,14.2383,12.1513,15.1008,12.4315,15.5262,15.4685,12.5199,15.2537,16.2037,12.4991,13.536,16.3284,15.4078,13.935,9.8933,15.6448,12.7194,15.2323,12.4722,11.6856,15.0894,15.5051,13.5208,12.6456,10.1972,15.7543,13.0427,16.1503,13.3645,12.1264,10.2773,14.9303
"TCGA-BH-A0H5-01",12.8168,12.7826,11.1491,12.1914,13.6543,12.7853,11.668,8.7086,11.4346,10.8074,10.4112,12.2211,8.8009,9.4179,11.2889,12.9346,11.236,14.1213,10.4858,11.9366,13.2225,14.2721,10.8392,11.8588,11.3237,11.7963,12.7459,12.6804,12.0845,13.9417,13.3965,12.8313,13.115,11.0093,12.9776,11.1111,14.1762,13.3401,13.2019,13.3513,13.9489,13.5447,11.6653,11.5368,11.6662,10.2703,2.3219,11.31,12.2946,8.1396,11.8404,10.2808,11.2549,12.279,12.043,10.6847,11.7561,12.8769,11.1478,12.8884,11.2952,10.9629,11.0417,10.2252,9.545,12.3501,11.8353,5,11.445,12.8504,11.6484,10.9703,13.4494,13.9068,13.1802,11.5585,6.6986,12.5461,13.319,14.2714,11.3471,11.7661,13.0021,15.2449,10.2357,8.1361,13.4051,11.0544,11.0928,10.9388,10.8416,14.113,9.6689,11.5736,12.2659,8.4676,16.4436,9.6511,11.6358,11.7768,8.3663,9.7912,10.0512,10.8122,10.3619,10.3869,9.7977,11.4727,9.9352,9.6312,12.1702,12.3947,12.7099,14.2716,15.3684,11.1332,12.521,16.142,12.9506,13.4131,12.5779,13.4516,14.5221,11.4548,11.7264,12.7447,14.5134,15.1312,8.4553,14.1999,12.0314,14.9202,19.8328,14.1529,11.2228,15.1715,12.2435,15.1526,15.2174,13.0065,15.2762,15.7149,12.584,13.1654,15.846,14.8715,13.4364,10.3629,15.3993,12.4783,14.3735,12.1108,11.3987,14.6144,15.4112,13.2522,12.1875,7.8765,15.6756,12.462,14.3845,12.6908,11.8819,10.2992,13.1943
"TCGA-BH-A0H6-01",13.1758,12.2744,11.8494,12.2429,13.8204,12.3535,12.1293,8.5763,11.2027,10.1241,10.8097,11.445,8.697,8.9248,11.1861,13.2688,10.6493,13.3537,10.9908,11.2796,14.1403,13.922,11.2372,11.2509,10.7084,11.6461,13.0121,12.9454,11.9196,12.9598,14.6222,13.187,13.3859,11.7996,13.1824,10.9506,13.8573,12.9362,13.3483,13.1699,13.8197,13.3577,11.4383,11.7892,11.3247,9.8154,2.8074,11.2198,12.4242,9.7465,11.6865,9.8265,11.448,12.6271,12.157,10.8162,10.9498,12.548,10.6838,12.9423,10.9322,10.2609,9.4818,9.9687,1.585,13.345,12.1209,7.8765,10.421,12.0725,11.0251,14.3306,15.2739,14.1369,13.7634,10.8409,8.8948,11.7627,13.3871,13.4084,11.3393,13.2691,13.1558,15.2426,10.5785,10.4066,13.8149,11.0051,9.3619,10.032,9.7582,14.6392,9.5546,11.3614,12.2046,7.7004,10.9455,9.0498,11.0291,12.3337,9.0892,8.8918,9.4157,10.7074,8.8948,9.4594,9.9586,11.1222,10.4481,9.4717,11.6948,11.8207,12.2503,14.2612,15.0639,11.1402,12.7229,15.5654,12.9524,13.6389,12.4179,13.5609,14.0939,11.2627,12.027,13.1446,14.1916,14.6324,9.9218,14.1501,12.1662,14.3117,18.4291,14.124,11.2639,14.4123,12.1731,14.9609,14.9307,13.1424,15.0788,16.2412,14.2089,14.0302,16.1378,14.7383,13.2543,10.3231,15.1046,12.2101,14.1806,12.2864,11.3134,14.5605,15.3414,12.942,11.703,9.9816,15.7703,12.0957,15.1934,13.1637,11.5708,10.5048,14.8528
"TCGA-BH-A0H7-01",13.479,13.1564,10.4062,12.3636,13.9205,12.3471,12.9544,8.6785,11.6742,9.7698,10.1972,11.232,9.2784,9.2527,11.7048,13.3132,11.8521,14.2211,9.5546,11.7419,14.4309,14.5217,11.332,11.4131,10.8612,11.8128,12.4886,11.8646,11.7752,13.4724,15.3625,13.9553,13.7843,12.3148,13.0149,11.8564,14.489,13.7065,13.8299,14.1563,14.174,14.3286,11.863,13.4223,12.1734,10.6129,4.7004,11.4507,12.7391,9.7797,11.3343,10.6733,11.6627,12.4592,13.8618,11.374,11.9226,12.684,11.0974,12.8081,11.3832,11.1818,9.9469,9.809,5.7814,14.167,11.9506,6.5999,10.9484,11.2125,11.5113,13.8634,15.6633,15.1132,14.4095,9.7403,5.8824,12.8906,13.8592,13.6907,11.8106,13.4014,13.058,16.1165,10.2285,8.7939,14.1946,11.1809,6.9773,10.1396,10.8431,15.0411,11.0084,11.5328,12.7727,9.2192,12.1702,9.5925,11.6122,12.5908,9.1403,10.3652,9.4553,10.4094,11.4512,9.568,9.8963,12.2816,10.007,9.5699,12.7061,12.3096,12.7177,14.527,16.1653,11.2933,14.4533,16.5395,13.278,14.1095,12.5854,13.519,14.5325,11.4564,12.3724,13.1554,15.0251,15.8317,11.3421,14.4546,12.5608,15.1727,18.7969,14.569,11.5608,14.9341,12.2544,14.7378,15.6426,12.7192,16.6673,16.3909,14.7579,13.5767,17.2232,15.918,13.3026,9.5349,15.4053,12.6427,14.8566,12.826,11.2917,14.2807,15.4924,13.5989,12.0983,9.9174,16.3865,13.1504,15.7119,12.3876,10.9993,9.7912,15.6308
"TCGA-BH-A0H9-01",13.2914,12.446,11.6156,12.6073,13.3591,12.2985,12.0377,8.5992,11.7052,10.0795,10.0566,11.8522,8.8948,9.4346,11.4062,13.7405,10.8681,13.8103,10.5048,11.3185,15.4058,14.3318,11.0741,11.6248,11.537,11.7986,12.6922,11.6952,12.0035,13.3942,14.403,14.497,14.3018,10.6019,14.3122,11.5324,15.1155,13.9383,14.1041,13.7578,13.6608,13.98,12.3171,13.0813,11.7989,9.8313,3.8074,12.1043,12.4694,9.1548,11.4445,11.2366,11.3219,12.9458,13.9949,11.6055,11.6533,12.7286,10.6084,12.5126,11.2697,10.6138,8.6221,9.88,5.9307,14.2313,11.8952,6.0444,10.2808,11.1118,11.6662,13.0916,16.2386,14.294,14.1764,8.1347,6.2005,12.9077,13.9506,14.3298,11.7932,11.6609,14.1918,15.8592,10.6345,8.9707,14.1706,11.3672,6.5699,11.5068,8.8106,14.3884,10.9972,11.0848,11.9611,9.1344,11.7443,9.1111,12.0588,12.6138,8.0291,9.7748,10.2946,10.8642,11.4014,9.9009,9.9159,11.3977,9.9915,9.6018,11.7619,12.6946,12.9624,14.2201,16.0385,11.6738,13.82,17.2044,13.1596,13.0539,12.8051,14.4255,14.3791,11.3078,11.6978,13.4784,14.5397,15.0659,10.9454,14.6072,12.5387,14.9197,19.5407,14.021,11.73,15.6869,13.2362,14.9429,15.1929,12.8424,16.0219,17.3774,12.8725,14.0335,17.0176,15.5751,13.0735,10.4702,14.6405,12.4722,15.2848,11.9391,11.1254,14.3257,15.2991,13.2766,12.2435,8.2527,14.9878,15.8858,15.5264,13.3947,10.7549,10.0741,13.4635
"TCGA-BH-A0HA-01",12.8476,12.1796,10.9248,11.7087,13.9694,12.6422,11.7589,8.0873,10.4969,9.8376,9.9582,11.041,7.9189,9.7599,11.7082,13.0624,10.6839,13.7313,10.0334,11.6147,14.6672,13.607,11.0437,10.9248,10.9062,12.1996,12.4934,12.9878,12.0451,12.7973,12.102,12.7783,13.2596,12.0879,12.2185,10.7993,13.8261,12.3301,12.789,13.3389,13.7063,13.5616,11.4299,13.5294,12.2095,9.5236,2.3219,11.2644,12.3617,8.5469,11.2981,10.6156,11.0691,12.3376,13.0766,10.2784,9.4778,13.059,10.285,13.2288,10.8242,9.9658,10.1085,10.4564,6.2095,11.956,11.8138,6.2288,11.1497,10.821,10.8289,10.5547,13.7668,13.55,14.5774,10.5764,6.5357,11.8507,12.9429,13.4617,11.1344,11.0532,12.0778,15.3394,10.4144,7.2932,13.5465,10.4648,8.0389,8.4388,10.7482,14.3584,10.1215,11.0688,12.973,7.9887,11.4676,9.4512,10.8598,11.9819,9.3876,8.8455,9.5718,10.151,10.0928,9.8122,9.3083,11.3257,9.5868,9.1874,11.2396,11.4661,11.0967,14.5263,15.869,11.5522,12.877,14.9022,12.8593,14.0342,13.2423,12.9423,14.6261,11.7056,12.0136,12.5401,14.0642,14.3861,10.7928,14.1156,11.6515,14.6627,18.5075,13.6935,10.9069,14.6051,11.567,14.7812,15.1581,12.647,15.1378,15.3307,12.421,12.9135,15.5918,14.3949,14.2331,9.9584,15.4216,12.2375,13.938,12.4382,10.8941,14.0626,15.148,12.6908,10.8872,6.7004,14.882,12.4112,12.9739,12.8286,11.2432,9.8704,14.7421
"TCGA-BH-A0HB-01",12.7989,13.0346,11.3987,12.1633,14.0176,12.0118,11.6659,8.379,10.6457,9.3129,10.6749,10.1062,9.6257,9.7432,12.1975,12.5302,10.544,13.9044,7.5999,12.8543,14.4906,13.568,10.8826,10.9535,10.4955,12.3503,12.4931,12.8813,12.0303,12.7636,13.7579,13.6594,14.5636,11.5924,14.3661,10.865,14.9559,13.8331,13.7304,13.9947,13.5095,14.0709,9.9844,12.3756,12.1351,9.4115,1.585,11.1643,12.7243,9.0795,10.9374,10.9218,11.1793,11.1805,12.5641,10.1997,10.9374,12.4431,9.764,12.7041,11.3151,11.6631,10.733,10.6777,6.1085,12.2497,11.8074,7.2288,10.1586,11.1209,10.5736,11.4571,15.2723,14.2257,14.9338,12.1724,6.111,13.2568,13.6508,13.2273,10.6582,12.3134,13.7802,15.0105,10.4815,9.6822,14.7771,10.8668,8.6546,9.7698,8.3443,14.4375,10.0444,10.8017,12.265,9.0279,13.7128,8.697,10.1753,12.0382,9.1583,10.021,10.102,10.2715,12.1784,9.0821,9.4574,11.2906,9.1749,10.2372,11.3095,11.5977,11.0224,14.908,15.7749,12.5776,13.5869,15.3203,13.1467,14.0342,13.1207,12.8258,14.8948,11.9487,12.1936,12.6591,14.801,15.3819,9.5699,14.3536,11.7867,15.548,18.4859,14.3204,11.2444,14.9744,12.0375,15.7439,15.5706,12.8819,16.1119,17.0969,13.8737,13.3501,16.5259,16.6393,14.054,9.7388,15.1331,11.9103,14.1953,12.5241,11.1111,13.3372,15.5887,13.0522,11.158,10.23,14.4082,13.1773,14.911,12.4637,11.6334,10.8017,12.3415
"TCGA-BH-A0HF-01",12.6099,12.7366,10.703,12.3026,13.6329,12.271,11.503,8.5313,10.7423,9.7432,9.4157,10.8186,8.2946,9.3641,10.9837,12.6948,10.7448,13.8033,9.3332,11.6078,14.5167,13.868,10.8114,11.0721,10.7246,11.4163,12.2805,12.0761,11.9207,12.6722,13.1651,13.0947,13.5278,12.0915,13.1134,11.0168,13.8817,13.3537,13.2301,13.114,13.8216,13.8679,11.5911,12.2171,11.6519,9.4979,3,11.1712,12.3072,8.4717,11.1415,10.4305,10.9901,11.5338,12.8094,10.4717,11.0627,12.3658,10.5094,13.0145,10.8681,10.0741,9.9233,9.3465,7.6147,11.9465,12.0498,6.1898,10.5314,12.1621,10.9809,9.8994,14.0509,13.6937,14.2483,10.5726,5.8567,12.6151,13.0738,13.4725,11.3219,11.527,12.0423,15.5624,9.8448,8.1865,14.4172,10.3274,7.8887,10.1787,10.0768,14.2088,9.5943,10.927,12.218,8.6935,13.5792,9.0848,10.4782,11.9039,8.2852,9.3794,9.0607,10.3117,10.4838,9.6883,9.0334,11.4681,9.5411,9.2969,11.7699,11.7511,11.838,14.126,15.8828,11.245,13.9509,15.8608,12.6282,13.4037,12.9363,12.596,14.2025,11.3026,11.8895,12.5443,13.9134,15.5563,10.6184,14.3252,11.5807,15.1123,19.7383,14.0083,11.7009,15.013,12.7578,14.8564,15.078,12.4409,15.7664,16.0236,12.7039,13.3943,16.0643,14.7228,13.2749,9.2877,15.0798,12.4226,14.4726,12.2374,10.9315,14.4316,15.0071,13.1649,11.4539,7.4263,15.2483,12.6094,14.3266,12.3105,11.4294,9.3487,14.0039
"TCGA-BH-A0HI-01",13.1949,12.7127,11.1849,12.7387,14.1067,12.8197,11.9936,8.6955,11.1376,10.5236,10.3755,12.0221,9.09,9.4635,11.4131,13.314,10.988,13.9576,10.5536,12.0133,14.1428,14.4931,11.0566,11.7599,11.8014,11.9485,12.4638,12.2294,12.0468,13.1443,13.6777,13.1989,13.0899,11.2981,13.2526,11.4528,14.416,13.3384,13.3959,13.3806,14.0095,13.8813,11.6416,12.7095,12.0751,10.1331,1.585,11.5314,12.6915,8.3038,11.4263,10.6795,11.0694,12.6764,12.6073,10.9263,11.5469,12.6261,10.7995,13.1261,12.2497,10.567,10.888,10.6064,4.5236,13.0571,12.3504,6.4919,10.8872,11.6948,11.5098,10.4635,14.9547,14.2256,14.2158,10.3236,6.2913,12.3561,13.5554,13.9455,11.5594,11.6631,12.9276,16.1178,10.5209,6.6421,14.2787,10.9692,6.5078,10.6046,9.5641,14.3746,9.5392,11.6909,12.3482,8.7482,10.5193,9.5216,11.5199,12.6008,8.6424,9.2969,10.1472,10.6502,9.1799,9.7731,9.8978,11.6578,9.7398,9.683,11.8299,12.3584,13.1542,14.5093,15.6832,11.2064,13.1034,16.749,13.0544,13.5577,12.6188,13.4285,14.4168,11.2497,12.1135,13.2178,14.4295,15.0811,10.3663,14.3237,12.0661,15.2708,19.7199,14.4832,11.875,14.9545,12.4757,15.06,15.0529,12.5503,15.3492,16.0048,12.6398,13.5313,16.2435,15.2804,13.5818,10.2219,15.4925,12.2333,14.5061,12.3115,11.5392,15.1172,15.2929,13.2059,11.883,8.4263,15.0172,13.0185,15.0612,12.6907,11.6366,9.6618,14.1306
"TCGA-BH-A0HK-01",12.5875,12.8653,11.03,12.2282,13.1577,12.009,11.6958,8.4126,10.6812,10.3038,10.4756,11.8972,9.0417,8.9744,11.0875,12.3317,10.6357,13.4578,8.7715,11.144,11.782,13.906,10.8541,11.7532,10.9322,10.9219,12.1501,11.7859,11.4455,12.3617,12.9307,12.8584,13.2805,10.49,12.8618,10.722,15.3086,13.2336,13.2584,13.148,12.9725,13.5794,10.6284,11.5715,11.7805,9.6055,2,11.1331,11.9513,7.7944,11.352,9.8122,10.4676,11.8922,11.9823,10.2444,11.1267,12.108,10.4269,12.7576,11.8009,10.375,9.8502,10.0561,5.7004,12.1583,11.9196,7.858,10.4325,12.0543,10.6138,9.8887,15.0221,13.9938,13.7619,11.6082,5.9193,12.408,12.9591,13.171,11.2958,11.3202,13.8923,15.1266,9.9481,7.9438,13.1668,10.2227,10.749,10.7574,9.3287,12.9866,9.1421,10.7665,11.4528,8.8948,11.4328,9.2216,11.0643,11.3647,7.3783,8.6475,9.8186,10.5216,9.1319,8.6546,9.2597,11.2837,9.2923,8.8704,11.7324,12.0049,13.2347,14.0904,14.9655,11.4205,13.244,15.2428,12.1306,12.8134,12.3276,12.848,14.295,11.4014,11.4775,12.7849,14.9073,15.0362,9.1799,13.2661,11.5527,15.7434,20.364,13.772,11.5353,14.9499,11.9567,14.9403,15.5763,12.2577,15.1439,15.9031,12.0728,13.3791,15.7955,14.1901,13.3431,9.5468,15.8044,11.9144,13.6896,11.9053,10.3619,13.8357,14.8837,12.939,11.5182,6.7944,13.8658,12.3617,15.0747,12.7441,10.9758,10.102,14.0029
"TCGA-BH-A0HL-01",13.1806,13.315,12.17,12.9737,14.2187,12.9706,12.7583,10.0199,10.983,11.5618,11.1163,12.4442,9.3353,9.6275,11.4326,13.7074,11.0042,14.5358,7.4838,12.4846,14.2137,14.8888,11.7364,11.9715,12.1666,12.2378,13.1991,11.6535,11.8417,15.192,14.2539,13.1582,13.8288,10.2991,13.3413,12.0276,14.1741,13.0861,13.3153,12.5247,14.062,14.2239,12.0711,13.0787,11.8773,9.7879,9.9614,12.7515,13.3912,9.4979,10.9248,10.5285,12.132,12.5967,14.6103,10.446,12.1776,12.975,11.439,14.5068,11.8475,10.7271,11.3504,11.1911,2.8074,14.087,11.3487,8.1293,12.3214,10.9901,12.0112,10.8282,14.0078,15.0854,14.4119,10.4119,6.3695,12.2145,12.5915,14.4254,10.3794,7.8074,11.5994,16.5729,10.2055,10.0643,14.0419,14.6289,2.8074,9.9816,8.1497,14.4374,11.7674,12.8711,12.7795,9.5887,9.3332,9.6036,11.7775,12.3115,9.1919,9.9527,11.1415,10.7039,10.7398,9.4635,10.8082,12.4407,10.2216,10.3298,12.5256,13.4267,13.0599,14.0439,15.5928,11.2816,12.6848,15.9993,13.7024,13.2323,12.8016,13.9035,13.9914,11.5216,12.2528,13.3093,14.6906,14.9125,5.7549,14.4626,12.3465,13.5073,18.7552,13.627,12.103,14.9308,12.2663,15.6389,15.504,13.5594,15.9607,16.4591,12.9578,13.811,16.706,15.2961,13.5964,9.6653,14.7174,13.3621,15.6092,12.36,11.8053,14.9648,15.3968,12.9652,11.9147,11.3281,15.4503,13.9794,15.7207,12.4863,12.5152,10.9837,12.3335
"TCGA-BH-A0HN-01",13.7417,12.6094,11.3476,11.4278,13.1648,11.5236,11.6666,8.2661,10.4073,9.9701,9.4044,11.4009,9.1215,9.3332,11.2574,13.2504,10.032,13.7355,10.4325,12.4494,12.4038,13.2194,11.7207,11.3614,12.5007,12.4172,11.5348,12.1018,11.6978,13.161,12.0701,11.7993,12.143,9.9263,12.1799,9.783,14.3534,12.1328,12.5101,12.6465,12.419,13.3014,10.4429,12.2081,11.245,8.8329,3.585,11.4268,12.1777,8.1293,10.1215,10.7398,11.4455,11.7241,12.776,9.5167,11.7035,12.3756,9.7887,12.4566,12.5527,10.1911,10.7432,10.0512,4.3923,11.2125,11.6684,4.9542,10.5962,10.6375,10.2312,9.9586,14.8552,13.1663,14.7362,12.0972,6.0272,11.1304,12.4073,12.9821,10.1923,12.2665,11.5594,13.6587,9.8471,6.9973,13.8463,11.6623,3.8074,10.6221,7.3399,13.8959,10.5087,10.8819,12.0607,7.6795,9.7018,8.5962,10.1659,11.567,9.1337,9.3242,10.5304,9.4491,9.5137,9.2969,8.1497,10.6165,9.6366,8.6582,10.9441,10.592,11.7095,13.6243,14.5464,11.5488,12.042,13.9354,13.2254,12.9732,13.1668,13.5317,13.5546,11.7599,11.1389,12.869,14.344,14.0219,9.0168,14.1768,11.6161,13.8953,18.3673,13.0147,10.9285,13.9406,11.8309,14.2471,14.3552,14.0919,14.3388,15.6698,12.8351,13.8402,15.6562,13.3322,13.0911,10.6777,14.6769,11.7616,14.1889,12.0402,10.2715,13.3745,15.0076,12.3075,10.6249,5.4263,13.0095,12.3332,15.5058,12.4009,10.9855,10.9031,9.8918
"TCGA-BH-A0HO-01",13.5213,12.7844,11.5512,12.6607,13.9799,12.7271,12.4446,9.4709,11.9462,10.8971,9.5851,12.4501,10.0389,9.0821,11.5294,12.7121,11.3788,14.3369,10.6266,12.3625,13.1626,14.907,11.5641,12.062,11.9544,11.6493,12.5507,14.4818,12.3982,14.2129,14.1493,13.6746,13.9,10.8303,13.8172,11.4752,15.2043,13.855,14.0486,14.1253,14.0934,14.4592,11.8447,12.6564,12.4396,10.2703,2,11.5774,12.511,8.7649,12.0674,10.6055,11.6004,12.6768,12.3154,11.2597,11.4351,12.8879,11.472,13.2753,12.5083,11.4481,12.1981,9.9929,4.7004,12.4328,11.8037,8.2854,11.3934,11.8005,11.6935,11.3477,14.5597,14.7436,13.8615,12.2572,6.8405,13.0469,13.8942,14.5872,11.9758,12.3985,13.4394,16.6644,9.4954,10.5983,14.047,11.393,6.5999,10.9549,9.224,15.3032,9.7582,11.9787,12.378,8.6795,11.0647,9.5943,12.0059,12.8055,8.5975,9.5661,10.352,11.0189,9.2384,10.0485,10.2288,11.8514,9.8978,9.6439,12.2068,12.659,13.367,14.7007,15.7631,11.5536,13.6143,17.2684,13.1404,13.2853,13.1159,13.6952,14.2183,11.5392,12.3562,13.4469,14.5318,15.9036,9.6184,15.0525,12.5382,15.4753,20.412,14.325,12.258,15.6209,13.2384,15.8381,16.2111,12.705,15.7493,16.158,12.9121,14.2384,17.0104,15.7173,13.6179,9.9725,15.9607,12.3432,15.2608,12.5974,11.7245,15.0462,15.9824,13.7072,12.3976,7.4346,14.7178,13.4435,16.727,12.9854,11.9973,10.7748,13.3444
"TCGA-BH-A0HP-01",13.6167,12.371,11.4858,12.6071,13.923,12.286,12.3785,9.3323,11.9429,10.7108,10.5864,12.1738,9.4325,10.0782,11.352,13.6613,11.6129,14.3527,10.5048,11.4393,13.1641,14.5556,11.7228,12.2612,11.8251,12.0053,12.3707,12.3462,12.4202,13.0939,13.7215,12.8398,13.6893,11.1796,13.3299,11.5211,14.8666,14.1424,13.5146,13.7635,13.7246,13.8966,12.8617,13.0492,12.0812,10.3151,2,11.9758,12.6389,8.29,12.2396,10.5236,11.4716,12.7353,12.5894,11.1228,11.9241,12.9198,11.1659,13.475,12.3214,10.8603,11.6384,10.5157,7.9887,12.4041,12.4189,5.4263,11.368,12.9385,11.672,12.1834,14.6236,14.1097,13.9419,11.4073,8.1189,11.8672,13.8629,13.5485,11.5187,11.6515,13.0185,15.6711,10.9451,9.3503,14.0452,10.8029,8.1033,10.3542,11.3902,14.2427,9.6184,11.794,12.5599,9.5058,12.0059,9.4136,11.1217,12.7626,8.4476,9.7532,10.1085,11.1485,9.7142,9.6073,10.3587,11.8941,10.1984,9.783,12.1977,11.9197,13.3501,14.3365,15.9022,11.1968,13.4229,15.9886,12.7339,13.9903,12.8277,13.5695,14.9371,11.6738,12.1289,13.6768,15.4591,15.259,9.5314,13.7409,12.2061,15.6527,20.5362,14.1521,11.2058,15.4453,11.8811,15.2365,15.8633,12.7549,15.7016,16.2274,12.6468,13.6829,16.6895,14.7979,13.2642,10.4505,15.9518,12.5164,14.6624,12.3834,11.1053,14.9182,15.3857,13.3468,12.1648,9.2119,15.6152,13.0624,16.0808,13.2544,11.5068,10.66,14.0948
"TCGA-BH-A0HQ-01",13.1612,12.1877,11.4798,11.9823,13.2448,12.1958,11.7139,8.3912,11.0593,9.8517,9.8477,11.9425,8.2094,8.7004,10.9873,13.6058,10.858,14.0736,10.9469,11.875,13.445,14.1535,10.9366,12.2076,11.2301,12.0364,11.9611,11.4569,12.0738,13.84,13.9996,12.4152,13.0803,11.1658,12.8043,10.6555,14.5827,12.8074,13.1471,13.2489,13.3544,13.3329,12.1536,11.5768,11.3691,9.6129,2.585,11.1712,12.0272,7.5699,10.9454,9.9469,10.9702,12.2408,12.2889,10.3106,11.6161,12.3636,10.7152,12.839,11.6913,10.5887,10.014,10.224,6.9542,12.7213,12.5223,5.2095,10.7117,11.545,11.4752,12.8273,15.4678,13.7844,13.8581,10.0998,6.2642,12.1118,13.2658,13.9839,11.3112,11.3298,12.8622,15.2303,9.4185,7.8302,13.9146,11.4012,6.8074,10.9894,10.1408,13.6221,9.4574,11.3565,11.6027,8.6402,12.5302,8.4959,11.1999,11.5172,8.4099,8.6653,10.4378,9.8688,8.5118,9.4221,9.2479,10.7524,10.1712,10.1799,11.9927,12.398,13.368,13.7226,15.45,10.5539,12.7396,15.8826,13.1152,13.2573,12.445,13.3551,14.1176,10.9665,11.1726,12.67,14.6232,14.6817,9,14.2952,11.9222,14.3487,19.3422,13.7804,11.1655,14.169,12.4255,14.7309,14.7772,12.7372,15.1376,15.5729,13.0215,13.8739,16.3945,15.0007,12.9741,10.3348,14.8148,12.6259,14.5732,11.2054,11.0063,14.2223,14.9844,12.8337,11.7466,6.585,16.0487,12.4818,16.2617,13.1059,11.5531,10.3443,14.216
